RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,TOTAL,DISTANCE RANK,ACCURACY RANK,year,measure
172,172,Geoff Ogilvy,19,265,104,161,2010,total_driving
T173,T173,Mark Calcavecchia,16,269,148,121,2010,total_driving
T173,T173,Ryuji Imada,28,269,165,104,2010,total_driving
T173,T173,Joe Ogilvie,32,269,114,155,2010,total_driving
T173,T173,Brenden Pappas,24,269,90,179,2010,total_driving
177,177,David Duval,24,271,105,166,2010,total_driving
178,178,Kevin Johnson,26,272,178,94,2010,total_driving
T179,T179,Bryce Molder,26,274,171,103,2010,total_driving
T179,T179,Brett Quigley,29,274,128,146,2010,total_driving
181,181,Ricky Barnes,28,276,117,159,2010,total_driving
182,182,Michael Bradley,24,284,143,141,2010,total_driving
T183,T183,Rich Barcelo,25,286,99,187,2010,total_driving
T183,T183,Jerod Turner,21,286,160,126,2010,total_driving
185,185,Nathan Green,27,292,157,135,2010,total_driving
T186,T186,Luke Donald,20,297,177,120,2010,total_driving
T186,T186,Vance Veazey,23,297,123,174,2010,total_driving
188,188,Greg Kraft,22,306,187,119,2010,total_driving
189,189,Chad Collins,26,324,180,144,2010,total_driving
190,190,Greg Chalmers,27,333,182,151,2010,total_driving
191,191,Brad Faxon,23,343,190,153,2010,total_driving
192,192,Mike Weir,19,369,184,185,2010,total_driving
