RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS,year,measure
T55,T55,Jim Furyk,95,0.26,19.532,75,2008,sg_off_tee
T55,T55,Jeff Gove,50,0.26,11.445,44,2008,sg_off_tee
57,57,Mark Calcavecchia,67,0.247,13.315,54,2008,sg_off_tee
58,58,Ryan Armour,87,0.228,17.352,76,2008,sg_off_tee
59,59,Bill Haas,99,0.218,19.589,90,2008,sg_off_tee
60,60,Peter Lonard,92,0.212,16.954,80,2008,sg_off_tee
61,61,Briny Baird,113,0.208,19.964,96,2008,sg_off_tee
62,62,Will MacKenzie,62,0.192,10.929,57,2008,sg_off_tee
63,63,Steve Allan,58,0.191,9.174,48,2008,sg_off_tee
64,64,Bo Van Pelt,101,0.187,17.371,93,2008,sg_off_tee
65,65,Joe Ogilvie,100,0.186,16.179,87,2008,sg_off_tee
66,66,Todd Hamilton,92,0.182,13.473,74,2008,sg_off_tee
67,67,Jeff Overton,103,0.178,16.194,91,2008,sg_off_tee
68,68,Troy Matteson,94,0.174,15.513,89,2008,sg_off_tee
69,69,Ben Crane,86,0.171,12.805,75,2008,sg_off_tee
70,70,Martin Laird,98,0.165,13.99,85,2008,sg_off_tee
71,71,Zach Johnson,85,0.161,11.415,71,2008,sg_off_tee
72,72,Nick Flanagan,89,0.152,12.163,80,2008,sg_off_tee
73,73,Brian Davis,108,0.147,14.992,102,2008,sg_off_tee
74,74,Tommy Gainey,60,0.146,6.727,46,2008,sg_off_tee
75,75,Kenneth Ferrie,72,0.145,8.705,60,2008,sg_off_tee
T76,T76,Steve Lowery,74,0.142,9.51,67,2008,sg_off_tee
T76,T76,Jay Williamson,96,0.142,11.381,80,2008,sg_off_tee
78,78,Kevin Sutherland,98,0.137,12.071,88,2008,sg_off_tee
79,79,Chris Stroud,81,0.132,8.733,66,2008,sg_off_tee
80,80,Charles Howell III,101,0.13,11.285,87,2008,sg_off_tee
81,81,Ryan Palmer,69,0.122,7.307,60,2008,sg_off_tee
82,82,J.J. Henry,108,0.121,11.972,99,2008,sg_off_tee
83,83,Todd Demsey,80,0.119,8.467,71,2008,sg_off_tee
84,84,David Toms,70,0.113,6.329,56,2008,sg_off_tee
85,85,Tag Ridings,88,0.106,8.548,81,2008,sg_off_tee
86,86,Tim Herron,97,0.104,9.034,87,2008,sg_off_tee
87,87,Ted Purdy,68,0.102,6.041,59,2008,sg_off_tee
88,88,Ernie Els,51,0.101,3.652,36,2008,sg_off_tee
T89,T89,Aaron Baddeley,76,0.096,5.788,60,2008,sg_off_tee
T89,T89,Robert Gamez,79,0.096,6.793,71,2008,sg_off_tee
91,91,Tim Petrovic,97,0.094,7.627,81,2008,sg_off_tee
92,92,Jeff Maggert,86,0.092,7.237,79,2008,sg_off_tee
93,93,Jonathan Byrd,88,0.089,6.823,77,2008,sg_off_tee
94,94,Olin Browne,77,0.081,5.653,70,2008,sg_off_tee
95,95,John Mallinger,95,0.075,6.263,84,2008,sg_off_tee
96,96,Ryan Moore,72,0.074,4.649,63,2008,sg_off_tee
97,97,Chad Campbell,94,0.068,5.774,85,2008,sg_off_tee
98,98,Charlie Wi,97,0.066,5.764,88,2008,sg_off_tee
99,99,Brandt Jobe,52,0.062,2.913,47,2008,sg_off_tee
100,100,Andres Romero,69,0.061,2.986,49,2008,sg_off_tee
101,101,Mark Wilson,107,0.05,5.249,104,2008,sg_off_tee
102,102,Ángel Cabrera,55,0.048,1.873,39,2008,sg_off_tee
103,103,Stewart Cink,87,0.045,2.895,64,2008,sg_off_tee
104,104,George McNeill,97,0.038,3.438,90,2008,sg_off_tee
105,105,Omar Uresti,74,0.037,2.352,63,2008,sg_off_tee
106,106,Tommy Armour III,77,0.029,1.925,66,2008,sg_off_tee
107,107,Frank Lickliter II,107,0.015,1.499,100,2008,sg_off_tee
108,108,Chez Reavie,102,0.003,0.26,90,2008,sg_off_tee
109,109,Ken Duke,116,-0.012,-1.209,105,2008,sg_off_tee
110,110,K.J. Choi,74,-0.017,-0.949,57,2008,sg_off_tee
111,111,Stuart Appleby,87,-0.024,-1.59,67,2008,sg_off_tee
112,112,Alex Cejka,75,-0.041,-2.454,60,2008,sg_off_tee
T113,T113,Carl Pettersson,110,-0.052,-5.015,97,2008,sg_off_tee
T113,T113,Mike Weir,88,-0.052,-3.411,66,2008,sg_off_tee
115,115,Ian Poulter,51,-0.056,-2.019,36,2008,sg_off_tee
116,116,Trevor Immelman,70,-0.061,-3.267,54,2008,sg_off_tee
117,117,Rocco Mediate,87,-0.063,-4.319,69,2008,sg_off_tee
118,118,Tom Lehman,51,-0.065,-2.483,38,2008,sg_off_tee
119,119,Scott Sterling,89,-0.072,-5.336,74,2008,sg_off_tee
120,120,Scott McCarron,63,-0.073,-3.915,54,2008,sg_off_tee
121,121,Kent Jones,68,-0.079,-4.318,55,2008,sg_off_tee
122,122,Brad Adamonis,87,-0.082,-6.254,76,2008,sg_off_tee
123,123,Stephen Ames,83,-0.085,-5.609,66,2008,sg_off_tee
124,124,Bob Tway,70,-0.087,-4.946,57,2008,sg_off_tee
125,125,Nick O'Hern,82,-0.102,-7.233,71,2008,sg_off_tee
126,126,Jon Mills,95,-0.109,-8.52,78,2008,sg_off_tee
127,127,Jesper Parnevik,88,-0.11,-8.216,75,2008,sg_off_tee
128,128,Kevin Na,97,-0.114,-10.399,91,2008,sg_off_tee
T129,T129,Vaughn Taylor,103,-0.12,-11.316,94,2008,sg_off_tee
T129,T129,Tim Wilkinson,95,-0.12,-9.615,80,2008,sg_off_tee
131,131,J.P. Hayes,67,-0.122,-7.659,63,2008,sg_off_tee
132,132,Bob Estes,90,-0.126,-10.838,86,2008,sg_off_tee
133,133,Jerry Kelly,89,-0.128,-9.454,74,2008,sg_off_tee
134,134,Tim Clark,90,-0.141,-10.268,73,2008,sg_off_tee
135,135,Daniel Chopra,84,-0.148,-10.237,69,2008,sg_off_tee
136,136,Glen Day,64,-0.156,-8.747,56,2008,sg_off_tee
137,137,Matt Jones,95,-0.157,-13.189,84,2008,sg_off_tee
T138,T138,Cameron Beckman,87,-0.162,-12.001,74,2008,sg_off_tee
T138,T138,Retief Goosen,59,-0.162,-6.818,42,2008,sg_off_tee
140,140,Y.E. Yang,89,-0.17,-13.566,80,2008,sg_off_tee
141,141,Tom Pernice Jr.,104,-0.175,-17.112,98,2008,sg_off_tee
142,142,Cliff Kresge,84,-0.177,-12.917,73,2008,sg_off_tee
143,143,Parker McLachlin,88,-0.18,-14.201,79,2008,sg_off_tee
144,144,Justin Bolli,87,-0.181,-13.207,73,2008,sg_off_tee
145,145,Shane Bertsch,96,-0.197,-17.768,90,2008,sg_off_tee
146,146,Matt Kuchar,88,-0.198,-13.838,70,2008,sg_off_tee
147,147,Johnson Wagner,83,-0.203,-13.787,68,2008,sg_off_tee
148,148,Greg Kraft,63,-0.207,-10.344,50,2008,sg_off_tee
149,149,Ron Whittaker,54,-0.208,-8.522,41,2008,sg_off_tee
T150,T150,Brad Elder,67,-0.216,-11.688,54,2008,sg_off_tee
T150,T150,Travis Perkins,53,-0.216,-8.622,40,2008,sg_off_tee
152,152,Cody Freeman,66,-0.22,-12.096,55,2008,sg_off_tee
153,153,Patrick Sheehan,124,-0.226,-23.694,105,2008,sg_off_tee
154,154,Freddie Jacobson,78,-0.227,-14.528,64,2008,sg_off_tee
155,155,Brett Quigley,80,-0.228,-16.672,73,2008,sg_off_tee
156,156,David Lutterus,59,-0.249,-12.469,50,2008,sg_off_tee
157,157,Kyle Thompson,70,-0.259,-14.737,57,2008,sg_off_tee
158,158,Richard Johnson,77,-0.26,-17.654,68,2008,sg_off_tee
159,159,Doug LaBelle II,65,-0.261,-13.314,51,2008,sg_off_tee
160,160,Marc Turnesa,87,-0.264,-20.063,76,2008,sg_off_tee
161,161,Steve Flesch,95,-0.269,-21.786,81,2008,sg_off_tee
162,162,Brandt Snedeker,85,-0.28,-18.777,67,2008,sg_off_tee
163,163,Paul Goydos,78,-0.283,-18.966,67,2008,sg_off_tee
164,164,Jason Allred,63,-0.286,-14.307,50,2008,sg_off_tee
165,165,Brenden Pappas,66,-0.291,-16.303,56,2008,sg_off_tee
166,166,James Driscoll,85,-0.316,-24.022,76,2008,sg_off_tee
167,167,Chris DiMarco,87,-0.344,-26.146,76,2008,sg_off_tee
168,168,Steve Stricker,75,-0.345,-20.007,58,2008,sg_off_tee
169,169,Carlos Franco,73,-0.362,-22.832,63,2008,sg_off_tee
170,170,Mark Hensby,71,-0.373,-23.851,64,2008,sg_off_tee
171,171,Billy Andrade,71,-0.381,-23.618,62,2008,sg_off_tee
172,172,Richard Johnson,60,-0.392,-19.231,49,2008,sg_off_tee
173,173,Bob Sowards,61,-0.394,-20.463,52,2008,sg_off_tee
174,174,Ryuji Imada,80,-0.406,-27.635,68,2008,sg_off_tee
175,175,Jimmy Walker,73,-0.411,-25.507,62,2008,sg_off_tee
176,176,Alejandro Cañizares,52,-0.413,-16.912,41,2008,sg_off_tee
177,177,Nathan Green,95,-0.423,-38.522,91,2008,sg_off_tee
178,178,Dudley Hart,74,-0.456,-30.53,67,2008,sg_off_tee
179,179,Paul Claxton,63,-0.466,-23.316,50,2008,sg_off_tee
180,180,Marco Dawson,64,-0.478,-25.835,54,2008,sg_off_tee
181,181,Stephen Leaney,53,-0.484,-21.775,45,2008,sg_off_tee
182,182,Tom Scherrer,56,-0.485,-21.355,44,2008,sg_off_tee
183,183,Craig Kanada,65,-0.497,-27.347,55,2008,sg_off_tee
184,184,Gavin Coles,54,-0.51,-22.445,44,2008,sg_off_tee
185,185,Brian Gay,102,-0.529,-45.52,86,2008,sg_off_tee
186,186,Jin Park,85,-0.533,-37.341,70,2008,sg_off_tee
187,187,Lee Janzen,89,-0.591,-44.329,75,2008,sg_off_tee
188,188,Chris Riley,51,-0.671,-26.841,40,2008,sg_off_tee
189,189,Brett Rumford,72,-0.718,-43.828,61,2008,sg_off_tee
190,190,Shigeki Maruyama,50,-0.74,-31.082,42,2008,sg_off_tee
191,191,Jim McGovern,75,-0.759,-47.805,63,2008,sg_off_tee
192,192,Dean Wilson,109,-0.76,-70.68,93,2008,sg_off_tee
193,193,Eric Axley,113,-0.785,-76.975,98,2008,sg_off_tee
194,194,Jeff Quinney,87,-0.965,-70.47,73,2008,sg_off_tee
195,195,Corey Pavin,69,-1.058,-59.222,56,2008,sg_off_tee
196,196,Chad Collins,72,-1.078,-67.917,63,2008,sg_off_tee
197,197,David Duval,51,-1.297,-53.191,41,2008,sg_off_tee
