RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
59,59,Colt Knost,79,0.184,12.305,67,2012,sg_putting
60,60,Harris English,98,0.175,15.234,87,2012,sg_putting
61,61,John Huh,99,0.167,14.226,85,2012,sg_putting
62,62,Pat Perez,81,0.16,11.008,69,2012,sg_putting
63,63,Stuart Appleby,75,0.154,9.991,65,2012,sg_putting
64,64,Jason Dufner,83,0.153,9.777,64,2012,sg_putting
65,65,Edward Loar,59,0.145,6.217,43,2012,sg_putting
66,66,Brendon de Jonge,115,0.144,14.688,102,2012,sg_putting
67,67,Seung-Yul Noh,105,0.142,12.086,85,2012,sg_putting
68,68,Troy Matteson,100,0.136,11.303,83,2012,sg_putting
69,69,Steve Stricker,73,0.134,7.24,54,2012,sg_putting
70,70,Brian Harman,101,0.132,11.582,88,2012,sg_putting
71,71,Dicky Pride,62,0.13,6.391,49,2012,sg_putting
72,72,Sangmoon Bae,81,0.128,7.288,57,2012,sg_putting
73,73,Tommy Gainey,98,0.113,10.183,90,2012,sg_putting
74,74,Henrik Stenson,51,0.105,4.416,42,2012,sg_putting
T75,T75,Bill Haas,79,0.103,6.304,61,2012,sg_putting
T75,T75,Ian Poulter,57,0.103,3.932,38,2012,sg_putting
77,77,Cameron Tringale,88,0.102,7.855,77,2012,sg_putting
78,78,Martin Laird,77,0.099,5.356,54,2012,sg_putting
79,79,Matt Every,80,0.096,6.173,64,2012,sg_putting
80,80,Erik Compton,81,0.092,5.862,64,2012,sg_putting
81,81,Charl Schwartzel,56,0.084,3.365,40,2012,sg_putting
82,82,Chris Couch,61,0.083,4.491,54,2012,sg_putting
83,83,Chris Stroud,86,0.082,6.117,75,2012,sg_putting
84,84,Bob Estes,78,0.074,4.782,65,2012,sg_putting
85,85,"Ted Potter, Jr.",77,0.073,4.427,61,2012,sg_putting
86,86,Bud Cauley,99,0.065,5.957,91,2012,sg_putting
87,87,Davis Love III,64,0.063,3.299,52,2012,sg_putting
88,88,Rory McIlroy,60,0.058,2.336,40,2012,sg_putting
89,89,Charles Howell III,98,0.054,4.174,77,2012,sg_putting
90,90,Sung Kang,75,0.051,3.134,62,2012,sg_putting
91,91,Troy Kelly,68,0.05,2.529,51,2012,sg_putting
92,92,Roberto Castro,92,0.048,3.583,75,2012,sg_putting
T93,T93,Danny Lee,74,0.04,2.366,59,2012,sg_putting
T93,T93,Steve Wheatcroft,56,0.04,1.675,42,2012,sg_putting
95,95,John Senden,81,0.039,2.436,62,2012,sg_putting
96,96,Vaughn Taylor,81,0.031,1.961,64,2012,sg_putting
97,97,Harrison Frazar,56,0.023,1.124,48,2012,sg_putting
98,98,Kyle Reifers,86,0.021,1.544,74,2012,sg_putting
99,99,Hunter Haas,69,0.011,0.571,52,2012,sg_putting
100,100,Garth Mulroy,59,0.01,0.45,46,2012,sg_putting
101,101,Russell Knox,72,0,0.011,56,2012,sg_putting
102,102,Louis Oosthuizen,65,-0.004,-0.212,49,2012,sg_putting
103,103,Rocco Mediate,70,-0.012,-0.702,58,2012,sg_putting
104,104,Padraig Harrington,67,-0.02,-0.913,45,2012,sg_putting
105,105,Nick Watney,97,-0.028,-2.103,76,2012,sg_putting
106,106,John Rollins,81,-0.034,-2.404,71,2012,sg_putting
107,107,Jhonattan Vegas,77,-0.035,-2.424,69,2012,sg_putting
108,108,Jason Bohn,81,-0.037,-2.434,66,2012,sg_putting
109,109,Ernie Els,80,-0.05,-3.28,65,2012,sg_putting
110,110,Daniel Summerhays,81,-0.053,-3.6,68,2012,sg_putting
T111,T111,J.J. Henry,93,-0.054,-3.859,71,2012,sg_putting
T111,T111,Kevin Streelman,89,-0.054,-4.144,77,2012,sg_putting
113,113,J.B. Holmes,90,-0.057,-4.454,78,2012,sg_putting
114,114,Billy Horschel,63,-0.068,-3.258,48,2012,sg_putting
T115,T115,Gary Christian,91,-0.077,-5.779,75,2012,sg_putting
T115,T115,Jerry Kelly,84,-0.077,-5.595,73,2012,sg_putting
117,117,John Mallinger,74,-0.086,-5.437,63,2012,sg_putting
118,118,Matt Jones,53,-0.09,-3.98,44,2012,sg_putting
119,119,Mark Wilson,84,-0.102,-6.952,68,2012,sg_putting
120,120,J.J. Killeen,101,-0.107,-9.012,84,2012,sg_putting
T121,T121,Hunter Mahan,88,-0.109,-7,64,2012,sg_putting
T121,T121,D.A. Points,88,-0.109,-8.759,80,2012,sg_putting
123,123,Brendan Steele,77,-0.112,-7.199,64,2012,sg_putting
124,124,Chris DiMarco,83,-0.113,-8.109,72,2012,sg_putting
125,125,Tim Clark,60,-0.121,-6.049,50,2012,sg_putting
T126,T126,Trevor Immelman,76,-0.122,-6.943,57,2012,sg_putting
T126,T126,Justin Rose,69,-0.122,-6.468,53,2012,sg_putting
128,128,Jeff Maggert,83,-0.127,-9.933,78,2012,sg_putting
129,129,Mark Anderson,75,-0.133,-8.095,61,2012,sg_putting
130,130,Adam Scott,59,-0.138,-5.66,41,2012,sg_putting
131,131,David Toms,60,-0.141,-6.185,44,2012,sg_putting
132,132,Freddie Jacobson,61,-0.145,-6.384,44,2012,sg_putting
133,133,Patrick Sheehan,58,-0.149,-6.535,44,2012,sg_putting
134,134,Rod Pampling,88,-0.153,-10.57,69,2012,sg_putting
135,135,Will Claxton,99,-0.167,-14.351,86,2012,sg_putting
136,136,Tim Herron,88,-0.174,-13.188,76,2012,sg_putting
137,137,Jason Kokrak,79,-0.184,-12.709,69,2012,sg_putting
138,138,Michael Bradley,63,-0.189,-10.374,55,2012,sg_putting
139,139,John Merrick,83,-0.193,-13.925,72,2012,sg_putting
140,140,Chris Kirk,93,-0.195,-16.611,85,2012,sg_putting
141,141,Matt Bettencourt,80,-0.201,-12.073,60,2012,sg_putting
142,142,Rickie Fowler,84,-0.202,-13.34,66,2012,sg_putting
143,143,Billy Mayfair,90,-0.205,-15.991,78,2012,sg_putting
144,144,Chez Reavie,83,-0.206,-13.57,66,2012,sg_putting
145,145,Josh Teater,97,-0.209,-17.388,83,2012,sg_putting
T146,T146,Arjun Atwal,79,-0.217,-14.324,66,2012,sg_putting
T146,T146,Ángel Cabrera,54,-0.217,-8.033,37,2012,sg_putting
148,148,Andres Romero,68,-0.223,-12.024,54,2012,sg_putting
149,149,Robert Garrigus,89,-0.225,-16.613,74,2012,sg_putting
150,150,Alexandre Rocha,62,-0.232,-11.584,50,2012,sg_putting
151,151,Marco Dawson,60,-0.235,-10.788,46,2012,sg_putting
152,152,Bill Lunde,83,-0.241,-16.132,67,2012,sg_putting
153,153,Mathew Goggin,65,-0.242,-13.322,55,2012,sg_putting
154,154,Stephen Gangluff,57,-0.243,-10.437,43,2012,sg_putting
155,155,Stephen Ames,54,-0.255,-9.934,39,2012,sg_putting
T156,T156,Kevin Chappell,91,-0.262,-18.857,72,2012,sg_putting
T156,T156,Bobby Gates,87,-0.262,-19.929,76,2012,sg_putting
158,158,Kevin Stadler,85,-0.263,-18.428,70,2012,sg_putting
159,159,Graham DeLaet,79,-0.278,-19.707,71,2012,sg_putting
160,160,Bubba Watson,68,-0.28,-14.301,51,2012,sg_putting
161,161,Graeme McDowell,55,-0.282,-10.701,38,2012,sg_putting
162,162,Sean O'Hair,84,-0.286,-21.736,76,2012,sg_putting
163,163,Miguel Angel Carballo,73,-0.294,-16.753,57,2012,sg_putting
164,164,Tom Pernice Jr.,62,-0.318,-16.513,52,2012,sg_putting
165,165,Justin Leonard,79,-0.325,-22.1,68,2012,sg_putting
166,166,Marc Leishman,84,-0.331,-25.169,76,2012,sg_putting
167,167,Camilo Villegas,79,-0.343,-25.07,73,2012,sg_putting
168,168,K.J. Choi,71,-0.344,-19.278,56,2012,sg_putting
169,169,Cameron Beckman,81,-0.353,-24.355,69,2012,sg_putting
170,170,Lee Westwood,60,-0.359,-14.374,40,2012,sg_putting
171,171,Rory Sabbatini,84,-0.37,-26.604,72,2012,sg_putting
172,172,Nick O'Hern,78,-0.392,-26.669,68,2012,sg_putting
173,173,Vijay Singh,99,-0.404,-32.738,81,2012,sg_putting
174,174,Scott Stallings,78,-0.405,-27.522,68,2012,sg_putting
175,175,Greg Owen,90,-0.416,-32.064,77,2012,sg_putting
176,176,Charlie Beljan,61,-0.421,-18.102,43,2012,sg_putting
177,177,Chad Campbell,84,-0.425,-31.015,73,2012,sg_putting
178,178,Robert Allenby,76,-0.428,-28.255,66,2012,sg_putting
179,179,Scott Brown,65,-0.468,-23.853,51,2012,sg_putting
180,180,Charley Hoffman,88,-0.48,-36.504,76,2012,sg_putting
181,181,Ricky Barnes,92,-0.488,-40.006,82,2012,sg_putting
182,182,Gary Woodland,70,-0.497,-26.356,53,2012,sg_putting
183,183,Roland Thatcher,55,-0.514,-22.622,44,2012,sg_putting
184,184,Robert Karlsson,54,-0.531,-21.765,41,2012,sg_putting
185,185,Heath Slocum,93,-0.554,-41.536,75,2012,sg_putting
186,186,D.J. Trahan,73,-0.579,-35.901,62,2012,sg_putting
187,187,Kris Blanks,65,-0.608,-36.469,60,2012,sg_putting
188,188,Scott Dunlap,57,-0.688,-31.655,46,2012,sg_putting
189,189,Kyle Stanley,86,-0.797,-55.77,70,2012,sg_putting
190,190,Boo Weekley,74,-1.055,-61.185,58,2012,sg_putting
191,191,Kyle Thompson,51,-1.209,-44.749,37,2012,sg_putting
