RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,year,measure
49,49,Steve Flesch,77,0.162,10.236,63,2009,sg_around_green
50,50,Casey Wittenberg,71,0.158,8.538,54,2009,sg_around_green
51,51,Fred Couples,54,0.157,6.608,42,2009,sg_around_green
52,52,Kevin Stadler,65,0.146,7.857,54,2009,sg_around_green
53,53,Darron Stiles,52,0.143,5.986,42,2009,sg_around_green
54,54,Webb Simpson,94,0.139,12.133,87,2009,sg_around_green
55,55,Dustin Johnson,85,0.137,8.786,64,2009,sg_around_green
56,56,Camilo Villegas,76,0.128,7.157,56,2009,sg_around_green
T57,T57,Jonathan Byrd,89,0.118,9.316,79,2009,sg_around_green
T57,T57,Greg Chalmers,85,0.118,8.4,71,2009,sg_around_green
T59,T59,Pat Perez,74,0.113,7.021,62,2009,sg_around_green
T59,T59,Justin Rose,71,0.113,6.453,57,2009,sg_around_green
T61,T61,George McNeill,82,0.112,8.481,76,2009,sg_around_green
T61,T61,Bryce Molder,69,0.112,6.053,54,2009,sg_around_green
T63,T63,Robert Allenby,71,0.11,6.152,56,2009,sg_around_green
T63,T63,Retief Goosen,74,0.11,6.157,56,2009,sg_around_green
T63,T63,Matt Jones,56,0.11,4.962,45,2009,sg_around_green
66,66,Jeff Klauk,97,0.105,9.267,88,2009,sg_around_green
67,67,Woody Austin,84,0.102,7.773,76,2009,sg_around_green
68,68,Ben Crane,93,0.1,7.967,80,2009,sg_around_green
T69,T69,James Nitties,86,0.095,7.195,76,2009,sg_around_green
T69,T69,Brett Quigley,92,0.095,7.101,75,2009,sg_around_green
71,71,Nathan Green,104,0.089,8.175,92,2009,sg_around_green
72,72,Tim Clark,81,0.087,5.139,59,2009,sg_around_green
73,73,J.J. Henry,97,0.084,7.047,84,2009,sg_around_green
74,74,Bob Heintz,59,0.081,4.11,51,2009,sg_around_green
75,75,Vijay Singh,71,0.08,4.093,51,2009,sg_around_green
76,76,Brian Davis,103,0.076,6.908,91,2009,sg_around_green
77,77,Nick O'Hern,90,0.07,5.933,85,2009,sg_around_green
78,78,Brandt Snedeker,81,0.069,4.491,65,2009,sg_around_green
79,79,Zach Johnson,94,0.068,5.362,79,2009,sg_around_green
80,80,Glen Day,79,0.067,4.298,64,2009,sg_around_green
81,81,Matt Weibring,65,0.056,3.053,55,2009,sg_around_green
82,82,Brendon Todd,53,0.055,2.596,47,2009,sg_around_green
83,83,Spencer Levin,75,0.053,3.579,67,2009,sg_around_green
84,84,Will MacKenzie,69,0.052,3.148,61,2009,sg_around_green
T85,T85,Scott McCarron,91,0.05,4.049,81,2009,sg_around_green
T85,T85,Joe Ogilvie,85,0.05,3.859,77,2009,sg_around_green
87,87,Jeff Quinney,78,0.049,3.448,71,2009,sg_around_green
T88,T88,Daniel Chopra,89,0.047,3.915,83,2009,sg_around_green
T88,T88,Steve Elkington,70,0.047,2.938,62,2009,sg_around_green
T88,T88,Jay Williamson,69,0.047,2.663,57,2009,sg_around_green
T91,T91,Bubba Watson,73,0.044,2.532,57,2009,sg_around_green
T91,T91,Charlie Wi,92,0.044,3.481,79,2009,sg_around_green
93,93,Bill Lunde,83,0.043,3.247,75,2009,sg_around_green
94,94,Jeff Overton,92,0.026,1.978,76,2009,sg_around_green
95,95,Cliff Kresge,78,0.02,1.35,67,2009,sg_around_green
96,96,Anthony Kim,76,0.019,1.136,60,2009,sg_around_green
T97,T97,Jason Day,61,0.016,0.818,50,2009,sg_around_green
T97,T97,Jason Dufner,90,0.016,1.272,78,2009,sg_around_green
T97,T97,D.A. Points,99,0.016,1.353,86,2009,sg_around_green
100,100,Patrick Sheehan,51,0.014,0.548,39,2009,sg_around_green
T101,T101,Bill Haas,91,0.011,0.886,82,2009,sg_around_green
T101,T101,Boo Weekley,79,0.011,0.728,65,2009,sg_around_green
103,103,Billy Mayfair,83,0.01,0.72,69,2009,sg_around_green
104,104,Scott Verplank,88,0.006,0.461,79,2009,sg_around_green
T105,T105,Mark Brooks,55,-0.004,-0.171,40,2009,sg_around_green
T105,T105,Davis Love III,89,-0.004,-0.304,77,2009,sg_around_green
T107,T107,Chad Campbell,90,-0.006,-0.431,71,2009,sg_around_green
T107,T107,David Duval,56,-0.006,-0.263,44,2009,sg_around_green
T107,T107,David Toms,98,-0.006,-0.453,80,2009,sg_around_green
T110,T110,Ben Curtis,63,-0.028,-1.299,47,2009,sg_around_green
T110,T110,John Senden,100,-0.028,-2.537,92,2009,sg_around_green
112,112,Peter Lonard,86,-0.034,-2.65,77,2009,sg_around_green
113,113,Ricky Barnes,67,-0.037,-1.888,51,2009,sg_around_green
114,114,Sean O'Hair,80,-0.038,-2.209,58,2009,sg_around_green
T115,T115,Kenny Perry,92,-0.042,-3.094,73,2009,sg_around_green
T115,T115,Bo Van Pelt,100,-0.042,-3.479,82,2009,sg_around_green
117,117,Harrison Frazar,93,-0.045,-3.755,84,2009,sg_around_green
118,118,Mark Calcavecchia,72,-0.051,-3.135,62,2009,sg_around_green
119,119,Greg Owen,97,-0.071,-5.848,82,2009,sg_around_green
120,120,Johnson Wagner,81,-0.072,-5.313,74,2009,sg_around_green
121,121,Cameron Beckman,87,-0.074,-5.53,75,2009,sg_around_green
122,122,Kirk Triplett,60,-0.075,-4.114,55,2009,sg_around_green
123,123,Kent Jones,73,-0.08,-4.893,61,2009,sg_around_green
124,124,Steve Marino,98,-0.081,-6.843,84,2009,sg_around_green
125,125,Tom Lehman,55,-0.087,-3.03,35,2009,sg_around_green
126,126,Paul Goydos,79,-0.089,-5.753,65,2009,sg_around_green
127,127,Andres Romero,58,-0.096,-4.127,43,2009,sg_around_green
128,128,Scott Piercy,85,-0.103,-7.835,76,2009,sg_around_green
129,129,Michael Allen,73,-0.106,-6.134,58,2009,sg_around_green
130,130,Mathew Goggin,76,-0.107,-6.432,60,2009,sg_around_green
131,131,Y.E. Yang,83,-0.108,-7.54,70,2009,sg_around_green
132,132,Stewart Cink,79,-0.11,-6.507,59,2009,sg_around_green
133,133,David Mathis,82,-0.114,-7.874,69,2009,sg_around_green
T134,T134,Charley Hoffman,97,-0.128,-11.111,87,2009,sg_around_green
T134,T134,Chris Stroud,88,-0.128,-9.759,76,2009,sg_around_green
136,136,Stephen Ames,77,-0.132,-7.495,57,2009,sg_around_green
T137,T137,J.B. Holmes,74,-0.138,-8.425,61,2009,sg_around_green
T137,T137,Martin Laird,72,-0.138,-8.572,62,2009,sg_around_green
T139,T139,Carl Pettersson,86,-0.143,-10.606,74,2009,sg_around_green
T139,T139,Peter Tomasulo,61,-0.143,-6.589,46,2009,sg_around_green
141,141,Richard Johnson,85,-0.154,-11.397,74,2009,sg_around_green
142,142,Todd Hamilton,83,-0.155,-9.915,64,2009,sg_around_green
T143,T143,Lucas Glover,93,-0.157,-12.425,79,2009,sg_around_green
T143,T143,John Rollins,92,-0.157,-12.407,79,2009,sg_around_green
145,145,Jason Gore,74,-0.163,-10.106,62,2009,sg_around_green
146,146,Aron Price,89,-0.165,-12.69,77,2009,sg_around_green
147,147,Derek Fathauer,63,-0.167,-8.501,51,2009,sg_around_green
148,148,Ryan Moore,89,-0.18,-13.476,75,2009,sg_around_green
149,149,Troy Matteson,95,-0.181,-15.902,88,2009,sg_around_green
150,150,Brian Vranesh,51,-0.182,-7.819,43,2009,sg_around_green
151,151,Vaughn Taylor,88,-0.183,-14.496,79,2009,sg_around_green
152,152,Brendon de Jonge,90,-0.187,-14.747,79,2009,sg_around_green
153,153,Marc Leishman,91,-0.19,-15.989,84,2009,sg_around_green
154,154,Heath Slocum,95,-0.199,-16.888,85,2009,sg_around_green
T155,T155,Jeff Maggert,79,-0.201,-14.679,73,2009,sg_around_green
T155,T155,Nick Watney,86,-0.201,-13.672,68,2009,sg_around_green
157,157,Nicholas Thompson,96,-0.203,-17.68,87,2009,sg_around_green
T158,T158,Brian Bateman,55,-0.226,-10.852,48,2009,sg_around_green
T158,T158,Bart Bryant,58,-0.226,-11.741,52,2009,sg_around_green
160,160,Ted Purdy,101,-0.231,-20.517,89,2009,sg_around_green
161,161,D.J. Trahan,96,-0.232,-18.538,80,2009,sg_around_green
162,162,Jason Bohn,88,-0.236,-19.311,82,2009,sg_around_green
163,163,Brad Faxon,59,-0.246,-12.792,52,2009,sg_around_green
164,164,Eric Axley,71,-0.253,-14.952,59,2009,sg_around_green
165,165,Matt Bettencourt,98,-0.257,-22.327,87,2009,sg_around_green
166,166,Kevin Streelman,97,-0.261,-22.72,87,2009,sg_around_green
167,167,Ryan Palmer,78,-0.268,-18.747,70,2009,sg_around_green
168,168,Sergio Garcia,59,-0.282,-12.426,44,2009,sg_around_green
169,169,Ángel Cabrera,55,-0.296,-11.246,38,2009,sg_around_green
170,170,Colt Knost,71,-0.304,-17.003,56,2009,sg_around_green
171,171,Rich Beem,77,-0.309,-17.915,58,2009,sg_around_green
172,172,John Merrick,91,-0.328,-22.275,68,2009,sg_around_green
173,173,Tommy Armour III,58,-0.338,-17.564,52,2009,sg_around_green
174,174,Hunter Mahan,94,-0.345,-25.866,75,2009,sg_around_green
175,175,Marc Turnesa,77,-0.35,-24.866,71,2009,sg_around_green
176,176,Robert Garrigus,83,-0.354,-25.487,72,2009,sg_around_green
177,177,Charles Warren,63,-0.358,-18.965,53,2009,sg_around_green
178,178,Kris Blanks,60,-0.375,-17.636,47,2009,sg_around_green
179,179,Leif Olson,51,-0.378,-16.233,43,2009,sg_around_green
180,180,Rick Price,54,-0.39,-15.969,41,2009,sg_around_green
181,181,Joe Durant,62,-0.404,-18.985,47,2009,sg_around_green
182,182,Steve Lowery,83,-0.473,-36.386,77,2009,sg_around_green
183,183,Greg Kraft,51,-0.474,-19.435,41,2009,sg_around_green
184,184,Gary Woodland,53,-0.52,-19.251,37,2009,sg_around_green
