RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
T56,T56,Phil Mickelson,75,294.8,"42,456",144,2016,avg_driv_dist
T59,T59,Andres Gonzales,80,294.7,"45,980",156,2016,avg_driv_dist
T59,T59,Andrew Landry,53,294.7,"28,876",98,2016,avg_driv_dist
T59,T59,Wes Roach,59,294.7,"32,415",110,2016,avg_driv_dist
T59,T59,Robert Streb,87,294.7,"44,496",151,2016,avg_driv_dist
T63,T63,Ángel Cabrera,62,294.6,"36,530",124,2016,avg_driv_dist
T63,T63,Derek Ernst,59,294.6,"33,585",114,2016,avg_driv_dist
65,65,Hideki Matsuyama,76,294.5,"39,467",134,2016,avg_driv_dist
66,66,Morgan Hoffmann,71,294.4,"37,100",126,2016,avg_driv_dist
67,67,Emiliano Grillo,93,294.3,"50,626",172,2016,avg_driv_dist
68,68,Louis Oosthuizen,63,294,"30,571",104,2016,avg_driv_dist
69,69,Si Woo Kim,113,293.5,"63,684",217,2016,avg_driv_dist
70,70,Jason Dufner,105,293.2,"57,471",196,2016,avg_driv_dist
71,71,Bronson Burgoon,83,293.1,"46,018",157,2016,avg_driv_dist
72,72,Billy Horschel,73,293,"41,020",140,2016,avg_driv_dist
73,73,Willy Wilcox,67,292.9,"38,080",130,2016,avg_driv_dist
74,74,Ernie Els,66,292.8,"36,310",124,2016,avg_driv_dist
75,75,Brandt Snedeker,93,292.6,"52,078",178,2016,avg_driv_dist
76,76,Scott Brown,88,292.5,"49,144",168,2016,avg_driv_dist
77,77,Sung Kang,89,292.4,"50,873",174,2016,avg_driv_dist
78,78,Shawn Stefani,91,292.1,"50,817",174,2016,avg_driv_dist
79,79,Steve Marino,72,292,"39,415",135,2016,avg_driv_dist
80,80,Geoff Ogilvy,63,291.9,"34,439",118,2016,avg_driv_dist
81,81,Sam Saunders,69,291.8,"37,940",130,2016,avg_driv_dist
T82,T82,Aaron Baddeley,93,291.7,"51,925",178,2016,avg_driv_dist
T82,T82,Anirban Lahiri,72,291.7,"35,587",122,2016,avg_driv_dist
84,84,Boo Weekley,83,291.5,"48,383",166,2016,avg_driv_dist
85,85,Michael Thompson,71,291.4,"39,340",135,2016,avg_driv_dist
86,86,Patton Kizzire,93,291.3,"51,848",178,2016,avg_driv_dist
87,87,Jim Herman,93,291.1,"51,815",178,2016,avg_driv_dist
88,88,James Hahn,85,290.9,"46,543",160,2016,avg_driv_dist
89,89,Thomas Aiken,70,290.5,"36,016",124,2016,avg_driv_dist
90,90,Jonas Blixt,79,290.3,"44,126",152,2016,avg_driv_dist
91,91,Dawie van der Walt,72,290.2,"40,622",140,2016,avg_driv_dist
92,92,Adam Hadwin,93,290.1,"53,672",185,2016,avg_driv_dist
T93,T93,Kelly Kraft,63,289.8,"33,906",117,2016,avg_driv_dist
T93,T93,Vijay Singh,72,289.8,"41,732",144,2016,avg_driv_dist
T95,T95,Brian Harman,104,289.7,"57,648",199,2016,avg_driv_dist
T95,T95,John Senden,88,289.7,"47,215",163,2016,avg_driv_dist
T97,T97,Blayne Barber,84,289.6,"46,331",160,2016,avg_driv_dist
T97,T97,Bill Haas,86,289.6,"47,495",164,2016,avg_driv_dist
T97,T97,Padraig Harrington,54,289.6,"28,960",100,2016,avg_driv_dist
100,100,Tom Hoge,81,289.5,"44,584",154,2016,avg_driv_dist
101,101,Johnson Wagner,86,289.4,"49,779",172,2016,avg_driv_dist
102,102,Luke Guthrie,57,289.3,"31,822",110,2016,avg_driv_dist
103,103,Jason Gore,78,289.2,"40,486",140,2016,avg_driv_dist
104,104,Kevin Streelman,82,289.1,"47,406",164,2016,avg_driv_dist
T105,T105,Fabián Gómez,82,289,"45,664",158,2016,avg_driv_dist
T105,T105,Kevin Kisner,97,289,"49,704",172,2016,avg_driv_dist
107,107,Steven Bowditch,71,288.9,"36,398",126,2016,avg_driv_dist
T108,T108,Retief Goosen,55,288.8,"31,764",110,2016,avg_driv_dist
T108,T108,Hiroshi Iwata,85,288.8,"45,339",157,2016,avg_driv_dist
T108,T108,Ben Martin,92,288.8,"48,520",168,2016,avg_driv_dist
111,111,Derek Fathauer,94,288.2,"54,190",188,2016,avg_driv_dist
T112,T112,Henrik Norlander,71,288.1,"38,316",133,2016,avg_driv_dist
T112,T112,Kyle Stanley,92,288.1,"51,001",177,2016,avg_driv_dist
T114,T114,Daniel Summerhays,99,288,"52,423",182,2016,avg_driv_dist
T114,T114,Tyrone Van Aswegen,105,288,"58,178",202,2016,avg_driv_dist
116,116,Chad Campbell,90,287.9,"49,522",172,2016,avg_driv_dist
117,117,Rod Pampling,54,287.7,"28,768",100,2016,avg_driv_dist
T118,T118,Ricky Barnes,97,287.6,"53,488",186,2016,avg_driv_dist
T118,T118,Whee Kim,82,287.6,"44,870",156,2016,avg_driv_dist
T118,T118,William McGirt,98,287.6,"56,373",196,2016,avg_driv_dist
T118,T118,Rory Sabbatini,57,287.6,"28,762",100,2016,avg_driv_dist
122,122,Brendon de Jonge,83,287.5,"44,273",154,2016,avg_driv_dist
T123,T123,J.J. Henry,68,287.3,"37,930",132,2016,avg_driv_dist
T123,T123,Chez Reavie,90,287.3,"49,411",172,2016,avg_driv_dist
T123,T123,Kyle Reifers,115,287.3,"61,187",213,2016,avg_driv_dist
126,126,Troy Merritt,77,287.2,"41,924",146,2016,avg_driv_dist
T127,T127,Vaughn Taylor,72,287,"41,325",144,2016,avg_driv_dist
T127,T127,Camilo Villegas,83,287,"45,349",158,2016,avg_driv_dist
129,129,Francesco Molinari,64,286.7,"36,692",128,2016,avg_driv_dist
T130,T130,Danny Lee,93,286.6,"48,149",168,2016,avg_driv_dist
T130,T130,Martin Piller,59,286.6,"32,388",113,2016,avg_driv_dist
T132,T132,Webb Simpson,70,286.3,"40,075",140,2016,avg_driv_dist
T132,T132,Cameron Smith,73,286.3,"34,930",122,2016,avg_driv_dist
T132,T132,Chris Stroud,82,286.3,"45,813",160,2016,avg_driv_dist
135,135,Steve Wheatcroft,85,286.2,"46,371",162,2016,avg_driv_dist
136,136,Chris Kirk,90,285.9,"46,313",162,2016,avg_driv_dist
T137,T137,Russell Knox,92,285.8,"46,292",162,2016,avg_driv_dist
T137,T137,Matt Kuchar,100,285.8,"54,876",192,2016,avg_driv_dist
139,139,Scott Langley,65,285.7,"35,999",126,2016,avg_driv_dist
140,140,Will MacKenzie,84,285.6,"45,699",160,2016,avg_driv_dist
141,141,Tyler Aldridge,83,285.2,"45,059",158,2016,avg_driv_dist
142,142,Cameron Tringale,81,285.1,"41,621",146,2016,avg_driv_dist
143,143,Jeff Overton,69,285,"37,050",130,2016,avg_driv_dist
144,144,David Lingmerth,84,284.8,"41,580",146,2016,avg_driv_dist
T145,T145,Erik Compton,65,284.7,"35,868",126,2016,avg_driv_dist
T145,T145,John Huh,86,284.7,"48,394",170,2016,avg_driv_dist
147,147,George McNeill,51,284.5,"29,022",102,2016,avg_driv_dist
148,148,Michael Kim,100,284.3,"54,595",192,2016,avg_driv_dist
149,149,Roberto Castro,97,284.2,"55,136",194,2016,avg_driv_dist
150,150,Ryan Moore,86,283.2,"43,615",154,2016,avg_driv_dist
151,151,Luke Donald,81,282.9,"41,306",146,2016,avg_driv_dist
152,152,Stuart Appleby,71,282.7,"39,010",138,2016,avg_driv_dist
153,153,D.A. Points,55,282.3,"28,791",102,2016,avg_driv_dist
154,154,Robert Allenby,51,282.2,"28,782",102,2016,avg_driv_dist
155,155,Alex Cejka,71,281.5,"35,475",126,2016,avg_driv_dist
156,156,Graeme McDowell,63,281.4,"33,773",120,2016,avg_driv_dist
157,157,Spencer Levin,104,281.3,"54,019",192,2016,avg_driv_dist
T158,T158,David Hearn,95,281.2,"51,186",182,2016,avg_driv_dist
T158,T158,Rob Oppenheim,67,281.2,"35,156",125,2016,avg_driv_dist
160,160,Jim Furyk,52,280.8,"29,203",104,2016,avg_driv_dist
161,161,D.H. Lee,61,280.4,"31,971",114,2016,avg_driv_dist
T162,T162,Ben Crane,80,280.3,"40,362",144,2016,avg_driv_dist
T162,T162,Freddie Jacobson,86,280.3,"48,219",172,2016,avg_driv_dist
T164,T164,Ken Duke,58,280.2,"30,257",108,2016,avg_driv_dist
T164,T164,Mark Hubbard,101,280.2,"54,354",194,2016,avg_driv_dist
T164,T164,Bryce Molder,80,280.2,"43,709",156,2016,avg_driv_dist
T167,T167,Zach Johnson,90,280.1,"48,185",172,2016,avg_driv_dist
T167,T167,Brendon Todd,66,280.1,"35,290",126,2016,avg_driv_dist
169,169,Peter Malnati,85,279.7,"47,549",170,2016,avg_driv_dist
170,170,Kevin Na,96,279.6,"47,531",170,2016,avg_driv_dist
T171,T171,Chad Collins,73,279.3,"40,776",146,2016,avg_driv_dist
T171,T171,Tim Wilkinson,72,279.3,"37,981",136,2016,avg_driv_dist
173,173,Dicky Pride,55,278.9,"29,561",106,2016,avg_driv_dist
174,174,Jerry Kelly,76,278.2,"40,063",144,2016,avg_driv_dist
175,175,Steve Stricker,53,278,"29,471",106,2016,avg_driv_dist
T176,T176,Billy Hurley III,66,277.7,"36,657",132,2016,avg_driv_dist
T176,T176,Brian Stuard,66,277.7,"36,657",132,2016,avg_driv_dist
178,178,Abraham Ancer,51,276.4,"26,534",96,2016,avg_driv_dist
179,179,Jason Bohn,67,276.3,"37,020",134,2016,avg_driv_dist
T180,T180,Zac Blair,99,275.3,"50,113",182,2016,avg_driv_dist
T180,T180,K.J. Choi,73,275.3,"40,190",146,2016,avg_driv_dist
182,182,Mark Wilson,66,274.7,"34,063",124,2016,avg_driv_dist
183,183,Jon Curran,99,271.9,"51,654",190,2016,avg_driv_dist
T184,T184,Colt Knost,90,269.7,"44,236",164,2016,avg_driv_dist
T184,T184,David Toms,62,269.7,"33,439",124,2016,avg_driv_dist
