RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,year,measure
29,34,Zach Johnson,109,67.86,"1,307","1,926",-0.27,2004,gir_pct
30,28,Lee Janzen,84,67.82,"1,001","1,476",-0.25,2004,gir_pct
31,29,Chad Campbell,100,67.74,"1,134","1,674",-0.24,2004,gir_pct
32,30,Bo Van Pelt,107,67.68,"1,267","1,872",-0.28,2004,gir_pct
33,31,Justin Rose,77,67.67,877,"1,296",-0.27,2004,gir_pct
T34,T32,Craig Barlow,80,67.66,950,"1,404",-0.27,2004,gir_pct
T34,T32,Kirk Triplett,88,67.66,"1,023","1,512",-0.28,2004,gir_pct
36,35,Joey Sindelar,100,67.63,"1,193","1,764",-0.24,2004,gir_pct
37,37,Jeff Maggert,60,67.5,729,"1,080",-0.25,2004,gir_pct
38,38,Lucas Glover,95,67.46,"1,105","1,638",-0.27,2004,gir_pct
39,39,Kent Jones,99,67.41,"1,177","1,746",-0.27,2004,gir_pct
40,40,Ted Purdy,114,67.36,"1,358","2,016",-0.28,2004,gir_pct
41,42,Heath Slocum,92,67.1,"1,087","1,620",-0.24,2004,gir_pct
42,43,John Riegger,53,67.09,640,954,-0.26,2004,gir_pct
43,41,Chris DiMarco,105,67.06,"1,183","1,764",-0.27,2004,gir_pct
44,44,Arron Oberholser,77,67.05,881,"1,314",-0.26,2004,gir_pct
45,45,Cameron Beckman,99,67.01,"1,158","1,728",-0.27,2004,gir_pct
46,46,Shaun Micheel,93,66.97,"1,097","1,638",-0.24,2004,gir_pct
47,53,Jay Haas,84,66.95,952,"1,422",-0.27,2004,gir_pct
48,58,Tiger Woods,78,66.9,867,"1,296",-0.34,2004,gir_pct
49,47,Geoff Ogilvy,91,66.86,"1,047","1,566",-0.32,2004,gir_pct
T50,T48,Jason Bohn,98,66.84,"1,143","1,710",-0.29,2004,gir_pct
T50,T48,Tom Pernice Jr.,103,66.84,"1,191","1,782",-0.26,2004,gir_pct
52,50,Steve Allan,102,66.78,"1,190","1,782",-0.26,2004,gir_pct
53,51,Russ Cochran,61,66.76,733,"1,098",-0.22,2004,gir_pct
T54,T54,Loren Roberts,81,66.6,947,"1,422",-0.28,2004,gir_pct
T54,T54,Brian Bateman,84,66.6,959,"1,440",-0.28,2004,gir_pct
56,56,J.J. Henry,103,66.56,"1,234","1,854",-0.25,2004,gir_pct
57,57,Jonathan Kaye,79,66.52,910,"1,368",-0.24,2004,gir_pct
T58,T59,John Cook,57,66.46,634,954,-0.23,2004,gir_pct
T58,T59,J.L. Lewis,106,66.46,"1,268","1,908",-0.27,2004,gir_pct
60,63,John Daly,79,66.39,944,"1,422",-0.32,2004,gir_pct
61,52,Stewart Cink,103,66.38,"1,159","1,746",-0.3,2004,gir_pct
62,64,Fred Couples,54,66.35,621,936,-0.26,2004,gir_pct
63,65,Pat Bates,99,66.27,"1,157","1,746",-0.22,2004,gir_pct
64,66,Jeff Brehaut,106,66.24,"1,240","1,872",-0.23,2004,gir_pct
65,67,David Branshaw,84,66.19,977,"1,476",-0.24,2004,gir_pct
T66,T68,Pat Perez,102,66.17,"1,191","1,800",-0.26,2004,gir_pct
T66,T68,Jason Dufner,79,66.17,941,"1,422",-0.26,2004,gir_pct
T66,T68,Notah Begay III,71,66.17,798,"1,206",-0.26,2004,gir_pct
69,71,Rod Pampling,98,66.13,"1,119","1,692",-0.29,2004,gir_pct
70,72,Steve Elkington,64,66.12,726,"1,098",-0.24,2004,gir_pct
71,73,Hidemichi Tanaka,89,66.1,"1,059","1,602",-0.24,2004,gir_pct
72,74,Jesper Parnevik,86,66.09,"1,023","1,548",-0.28,2004,gir_pct
73,75,Justin Leonard,90,66.08,"1,011","1,530",-0.26,2004,gir_pct
74,76,Charles Howell III,104,66.06,"1,201","1,818",-0.24,2004,gir_pct
75,77,Billy Mayfair,109,66.03,"1,248","1,890",-0.21,2004,gir_pct
76,79,Neal Lancaster,106,65.86,"1,221","1,854",-0.26,2004,gir_pct
77,78,K.J. Choi,83,65.85,972,"1,476",-0.26,2004,gir_pct
78,80,Brett Quigley,102,65.82,"1,161","1,764",-0.26,2004,gir_pct
79,81,Tim Clark,84,65.81,995,"1,512",-0.26,2004,gir_pct
80,82,D.J. Brigman,79,65.79,900,"1,368",-0.23,2004,gir_pct
81,T84,Steve Flesch,109,65.77,"1,243","1,890",-0.27,2004,gir_pct
82,83,Robert Gamez,103,65.75,"1,219","1,854",-0.27,2004,gir_pct
83,88,Ernie Els,62,65.61,685,"1,044",-0.32,2004,gir_pct
84,T61,Adam Scott,55,65.6,614,936,-0.3,2004,gir_pct
85,T84,Brent Geiberger,94,65.57,"1,074","1,638",-0.27,2004,gir_pct
T86,93,Fred Funk,97,65.51,"1,132","1,728",-0.26,2004,gir_pct
T86,86,Rocco Mediate,53,65.51,566,864,-0.24,2004,gir_pct
88,87,Ryan Palmer,103,65.5,"1,179","1,800",-0.28,2004,gir_pct
89,89,Jay Williamson,100,65.42,"1,154","1,764",-0.25,2004,gir_pct
90,90,Scott McCarron,88,65.37,"1,012","1,548",-0.28,2004,gir_pct
T91,T91,Dudley Hart,60,65.33,682,"1,044",-0.25,2004,gir_pct
T91,T91,Matt Kuchar,83,65.33,976,"1,494",-0.24,2004,gir_pct
93,94,Bernhard Langer,59,65.25,646,990,-0.24,2004,gir_pct
94,95,Harrison Frazar,86,65.24,963,"1,476",-0.32,2004,gir_pct
95,107,Mike Weir,75,65.14,856,"1,314",-0.28,2004,gir_pct
96,96,Tim Herron,84,65.13,973,"1,494",-0.25,2004,gir_pct
97,99,Stuart Appleby,84,65.1,914,"1,404",-0.28,2004,gir_pct
98,97,Tommy Armour III,87,65.07,"1,019","1,566",-0.24,2004,gir_pct
99,98,Steve Pate,71,65.06,808,"1,242",-0.24,2004,gir_pct
100,108,Rory Sabbatini,89,64.92,"1,005","1,548",-0.25,2004,gir_pct
101,100,Patrick Sheehan,113,64.91,"1,297","1,998",-0.27,2004,gir_pct
102,101,Spike McRoy,93,64.9,"1,063","1,638",-0.22,2004,gir_pct
103,102,Mark Calcavecchia,79,64.89,911,"1,404",-0.27,2004,gir_pct
104,103,Stephen Leaney,84,64.81,875,"1,350",-0.22,2004,gir_pct
105,104,Frank Lickliter II,89,64.79,"1,003","1,548",-0.28,2004,gir_pct
106,105,Bob Tway,90,64.77,991,"1,530",-0.23,2004,gir_pct
107,106,Kevin Na,100,64.7,"1,118","1,728",-0.25,2004,gir_pct
T108,109,Carl Pettersson,100,64.55,"1,127","1,746",-0.31,2004,gir_pct
T108,112,Shigeki Maruyama,93,64.55,"1,069","1,656",-0.29,2004,gir_pct
110,110,Jay Delsing,76,64.54,848,"1,314",-0.25,2004,gir_pct
111,111,Richard Johnson,102,64.49,"1,184","1,836",-0.27,2004,gir_pct
112,113,Rich Barcelo,67,64.44,754,"1,170",-0.23,2004,gir_pct
113,114,Freddie Jacobson,83,64.38,927,"1,440",-0.3,2004,gir_pct
114,115,Billy Andrade,104,64.37,"1,205","1,872",-0.26,2004,gir_pct
115,116,Michael Allen,87,64.25,983,"1,530",-0.28,2004,gir_pct
T116,T117,Davis Love III,85,64.22,867,"1,350",-0.29,2004,gir_pct
T116,T117,Tag Ridings,53,64.22,578,900,-0.29,2004,gir_pct
118,119,Ben Crane,92,64.19,"1,063","1,656",-0.29,2004,gir_pct
119,120,Bob Estes,73,64.16,820,"1,278",-0.27,2004,gir_pct
120,T132,Darren Clarke,54,64,553,864,-0.3,2004,gir_pct
121,121,David Peoples,82,63.96,921,"1,440",-0.25,2004,gir_pct
122,122,Daniel Chopra,108,63.94,"1,220","1,908",-0.3,2004,gir_pct
123,123,Steve Lowery,91,63.92,"1,024","1,602",-0.28,2004,gir_pct
124,124,Todd Fischer,104,63.89,"1,173","1,836",-0.26,2004,gir_pct
125,125,Danny Ellis,81,63.85,885,"1,386",-0.28,2004,gir_pct
126,126,Robert Damron,92,63.83,"1,057","1,656",-0.24,2004,gir_pct
127,127,Alex Cejka,76,63.81,804,"1,260",-0.25,2004,gir_pct
128,128,David Frost,78,63.75,895,"1,404",-0.22,2004,gir_pct
129,129,Rich Beem,81,63.71,883,"1,386",-0.24,2004,gir_pct
T130,T130,Hunter Mahan,94,63.65,"1,077","1,692",-0.27,2004,gir_pct
T130,T130,Tom Byrum,83,63.65,951,"1,494",-0.25,2004,gir_pct
132,T132,Grant Waite,79,63.64,882,"1,386",-0.24,2004,gir_pct
133,134,J.P. Hayes,79,63.63,859,"1,350",-0.25,2004,gir_pct
134,135,Blaine McCallister,68,63.56,778,"1,224",-0.22,2004,gir_pct
135,136,Kevin Sutherland,86,63.51,926,"1,458",-0.24,2004,gir_pct
136,137,Tim Petrovic,111,63.45,"1,222","1,926",-0.26,2004,gir_pct
137,138,Deane Pappas,72,63.41,799,"1,260",-0.27,2004,gir_pct
138,139,Ben Curtis,56,63.35,593,936,-0.21,2004,gir_pct
139,140,Tripp Isenhour,55,63.31,604,954,-0.24,2004,gir_pct
140,141,José Coceres,68,63.28,729,"1,152",-0.27,2004,gir_pct
141,T142,Mark Hensby,97,63.26,"1,059","1,674",-0.3,2004,gir_pct
142,T142,Matt Gogel,86,63.23,956,"1,512",-0.28,2004,gir_pct
143,144,Roger Tambellini,81,63.18,887,"1,404",-0.25,2004,gir_pct
144,146,Mathias Grönberg,91,63.15,989,"1,566",-0.24,2004,gir_pct
145,147,Joe Ogilvie,104,63.07,"1,158","1,836",-0.28,2004,gir_pct
146,148,Dan Forsman,79,63.06,874,"1,386",-0.22,2004,gir_pct
T147,T149,Paul Azinger,75,63.04,851,"1,350",-0.3,2004,gir_pct
T147,T149,Craig Perks,75,63.04,817,"1,296",-0.23,2004,gir_pct
149,151,Andre Stolz,53,63,601,954,-0.25,2004,gir_pct
150,152,Dennis Paulson,71,62.99,805,"1,278",-0.28,2004,gir_pct
151,153,Brenden Pappas,111,62.96,"1,224","1,944",-0.29,2004,gir_pct
152,154,Craig Bowden,83,62.92,940,"1,494",-0.24,2004,gir_pct
T153,T155,Tom Carter,113,62.88,"1,245","1,980",-0.25,2004,gir_pct
T153,T155,Peter Lonard,68,62.88,747,"1,188",-0.21,2004,gir_pct
155,157,Hank Kuehne,91,62.86,"1,007","1,602",-0.29,2004,gir_pct
156,158,Mike Heinen,53,62.79,599,954,-0.28,2004,gir_pct
157,145,Todd Hamilton,92,62.69,993,"1,584",-0.25,2004,gir_pct
158,159,Skip Kendall,99,62.68,"1,117","1,782",-0.25,2004,gir_pct
159,160,Scott Hend,81,62.66,891,"1,422",-0.27,2004,gir_pct
T160,T161,Omar Uresti,85,62.61,958,"1,530",-0.22,2004,gir_pct
T160,T161,Dicky Pride,66,62.61,710,"1,134",-0.2,2004,gir_pct
162,163,John Rollins,90,62.55,957,"1,530",-0.26,2004,gir_pct
163,164,Arjun Atwal,85,62.52,934,"1,494",-0.27,2004,gir_pct
164,165,José María Olazábal,56,62.5,585,936,-0.27,2004,gir_pct
165,166,Chris Riley,78,62.46,832,"1,332",-0.25,2004,gir_pct
166,167,Mark O'Meara,58,62.45,652,"1,044",-0.25,2004,gir_pct
167,168,Bob Burns,88,62.27,964,"1,548",-0.25,2004,gir_pct
168,169,Corey Pavin,83,62.1,883,"1,422",-0.27,2004,gir_pct
169,170,Scott Simpson,55,62.02,614,990,-0.22,2004,gir_pct
170,171,Brian Kortan,65,62.01,692,"1,116",-0.2,2004,gir_pct
171,172,Gene Sauers,83,62,904,"1,458",-0.25,2004,gir_pct
172,173,Kris Cox,73,61.97,792,"1,278",-0.24,2004,gir_pct
173,174,Dean Wilson,99,61.95,"1,104","1,782",-0.29,2004,gir_pct
174,175,Ken Duke,89,61.88,969,"1,566",-0.25,2004,gir_pct
175,176,Tommy Tolles,67,61.86,746,"1,206",-0.27,2004,gir_pct
176,177,Glen Day,101,61.78,"1,101","1,782",-0.28,2004,gir_pct
177,178,Brian Gay,96,61.52,"1,041","1,692",-0.29,2004,gir_pct
178,179,Dan Olsen,75,61.49,808,"1,314",-0.28,2004,gir_pct
179,180,Niclas Fasth,61,61.48,664,"1,080",-0.23,2004,gir_pct
180,181,Jonathan Byrd,85,61.38,917,"1,494",-0.29,2004,gir_pct
181,182,Brad Faxon,94,61.36,983,"1,602",-0.27,2004,gir_pct
182,183,Guy Boros,64,61.28,706,"1,152",-0.23,2004,gir_pct
183,184,Chris Couch,55,60.81,602,990,-0.29,2004,gir_pct
184,185,Craig Parry,52,60.67,546,900,-0.23,2004,gir_pct
185,186,Greg Chalmers,70,60.56,763,"1,260",-0.32,2004,gir_pct
186,187,Cliff Kresge,89,60.54,948,"1,566",-0.23,2004,gir_pct
187,188,Hirofumi Miyase,65,60.41,685,"1,134",-0.21,2004,gir_pct
T188,T189,David Morland IV,73,60.12,790,"1,314",-0.24,2004,gir_pct
T188,T189,Esteban Toledo,92,60.12,974,"1,620",-0.23,2004,gir_pct
190,191,Mark Brooks,72,59.84,754,"1,260",-0.23,2004,gir_pct
191,192,Steve Stricker,81,59.33,833,"1,404",-0.29,2004,gir_pct
T192,T193,Nick Price,51,59.11,532,900,-0.28,2004,gir_pct
T192,T193,Len Mattiace,75,59.11,798,"1,350",-0.23,2004,gir_pct
T192,T193,Kevin Muncrief,50,59.11,532,900,-0.23,2004,gir_pct
195,196,Aaron Baddeley,87,58.17,890,"1,530",-0.28,2004,gir_pct
196,197,David Gossett,57,54.68,561,"1,026",-0.17,2004,gir_pct
