RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
49,49,Martin Flores,95,295,"54,877",186,2012,avg_driv_dist
50,50,Robert Karlsson,54,294.7,"30,353",103,2012,avg_driv_dist
T51,T51,Ernie Els,80,294.6,"45,951",156,2012,avg_driv_dist
T51,T51,Charles Howell III,98,294.6,"57,448",195,2012,avg_driv_dist
53,53,Phil Mickelson,79,294.4,"46,511",158,2012,avg_driv_dist
54,54,Chris Couch,61,293.8,"34,664",118,2012,avg_driv_dist
T55,T55,Matt Jones,53,293.7,"28,779",98,2012,avg_driv_dist
T55,T55,Garth Mulroy,59,293.7,"33,477",114,2012,avg_driv_dist
57,57,Padraig Harrington,67,293.6,"36,995",126,2012,avg_driv_dist
T58,T58,Kevin Chappell,91,293.3,"51,033",174,2012,avg_driv_dist
T58,T58,John Merrick,83,293.3,"46,346",158,2012,avg_driv_dist
60,60,Rickie Fowler,84,293.2,"48,676",166,2012,avg_driv_dist
61,61,Hunter Mahan,88,293.1,"48,073",164,2012,avg_driv_dist
62,62,Kevin Stadler,85,292.9,"45,114",154,2012,avg_driv_dist
63,63,Kevin Streelman,89,292.8,"50,945",174,2012,avg_driv_dist
T64,T64,Jason Dufner,83,292.4,"47,367",162,2012,avg_driv_dist
T64,T64,Sergio Garcia,57,292.4,"32,747",112,2012,avg_driv_dist
T66,T66,Bill Haas,79,292.2,"45,002",154,2012,avg_driv_dist
T66,T66,D.J. Trahan,73,292.2,"40,330",138,2012,avg_driv_dist
T68,T68,Aaron Baddeley,73,292,"42,048",144,2012,avg_driv_dist
T68,T68,Ricky Barnes,92,292,"51,393",176,2012,avg_driv_dist
T68,T68,Jeff Overton,101,292,"56,645",194,2012,avg_driv_dist
T68,T68,Andres Romero,68,292,"35,042",120,2012,avg_driv_dist
72,72,Danny Lee,74,291.9,"38,533",132,2012,avg_driv_dist
73,73,Chris Kirk,93,291.8,"51,938",178,2012,avg_driv_dist
74,74,Bud Cauley,99,291.6,"57,161",196,2012,avg_driv_dist
T75,T75,Stephen Gangluff,57,291.5,"29,732",102,2012,avg_driv_dist
T75,T75,Pat Perez,81,291.5,"45,763",157,2012,avg_driv_dist
77,77,Scott Brown,65,291.2,"34,366",118,2012,avg_driv_dist
78,78,James Driscoll,83,291.1,"46,000",158,2012,avg_driv_dist
79,79,John Senden,81,291,"45,108",155,2012,avg_driv_dist
T80,T80,Trevor Immelman,76,290.9,"44,218",152,2012,avg_driv_dist
T80,T80,Justin Rose,69,290.9,"39,277",135,2012,avg_driv_dist
82,82,Mathew Goggin,65,290.8,"35,477",122,2012,avg_driv_dist
83,83,Roberto Castro,92,290.6,"49,981",172,2012,avg_driv_dist
84,84,Bill Lunde,83,290.5,"43,582",150,2012,avg_driv_dist
T85,T85,Will Claxton,99,290.4,"55,182",190,2012,avg_driv_dist
T85,T85,Cameron Tringale,88,290.4,"50,815",175,2012,avg_driv_dist
T87,T87,Brian Harman,101,290.3,"58,632",202,2012,avg_driv_dist
T87,T87,Camilo Villegas,79,290.3,"44,701",154,2012,avg_driv_dist
89,89,Billy Horschel,63,290.2,"31,918",110,2012,avg_driv_dist
T90,T90,Chad Campbell,84,290.1,"48,742",168,2012,avg_driv_dist
T90,T90,Geoff Ogilvy,73,290.1,"41,189",142,2012,avg_driv_dist
T92,T92,Ryo Ishikawa,54,290,"26,678",92,2012,avg_driv_dist
T92,T92,Kyle Reifers,86,290,"47,554",164,2012,avg_driv_dist
94,94,J.J. Killeen,101,289.9,"53,920",186,2012,avg_driv_dist
95,95,Sangmoon Bae,81,289.8,"44,332",153,2012,avg_driv_dist
T96,T96,Jonathan Byrd,69,289.5,"39,371",136,2012,avg_driv_dist
T96,T96,Miguel Angel Carballo,73,289.5,"37,634",130,2012,avg_driv_dist
T96,T96,Henrik Stenson,51,289.5,"27,213",94,2012,avg_driv_dist
T99,T99,Tim Herron,88,289.4,"50,934",176,2012,avg_driv_dist
T99,T99,Marc Leishman,84,289.4,"48,620",168,2012,avg_driv_dist
101,101,Daniel Summerhays,81,289.3,"44,558",154,2012,avg_driv_dist
102,102,Derek Lamely,64,289.1,"35,852",124,2012,avg_driv_dist
103,103,Tom Gillis,75,289,"43,355",150,2012,avg_driv_dist
104,104,Roland Thatcher,55,288.9,"28,312",98,2012,avg_driv_dist
T105,T105,Stewart Cink,71,288.8,"38,127",132,2012,avg_driv_dist
T105,T105,Brendon de Jonge,115,288.8,"63,831",221,2012,avg_driv_dist
T105,T105,George McNeill,85,288.8,"46,206",160,2012,avg_driv_dist
T105,T105,Rod Pampling,88,288.8,"46,210",160,2012,avg_driv_dist
T105,T105,Brendan Steele,77,288.8,"42,162",146,2012,avg_driv_dist
110,110,Brandt Snedeker,81,288.7,"45,035",156,2012,avg_driv_dist
111,111,Webb Simpson,77,288.6,"43,872",152,2012,avg_driv_dist
112,112,Blake Adams,107,288.4,"59,410",206,2012,avg_driv_dist
113,113,John Huh,99,288.3,"57,075",198,2012,avg_driv_dist
114,114,Matt Bettencourt,80,288.2,"41,495",144,2012,avg_driv_dist
115,115,J.J. Henry,93,288.1,"48,972",170,2012,avg_driv_dist
116,116,Kevin Kisner,69,287.9,"35,127",122,2012,avg_driv_dist
T117,T117,Hunter Haas,69,287.6,"36,236",126,2012,avg_driv_dist
T117,T117,Ryan Moore,89,287.6,"50,911",177,2012,avg_driv_dist
T119,T119,Freddie Jacobson,61,287.4,"34,493",120,2012,avg_driv_dist
T119,T119,Rory Sabbatini,84,287.4,"48,002",167,2012,avg_driv_dist
121,121,Steve Wheatcroft,56,286.9,"28,687",100,2012,avg_driv_dist
T122,T122,Ben Crane,73,286.8,"41,300",144,2012,avg_driv_dist
T122,T122,Billy Mayfair,90,286.8,"49,326",172,2012,avg_driv_dist
T124,T124,Robert Allenby,76,286.7,"43,294",151,2012,avg_driv_dist
T124,T124,David Hearn,95,286.7,"54,465",190,2012,avg_driv_dist
126,126,Chris Stroud,86,286.6,"49,013",171,2012,avg_driv_dist
127,127,Jonas Blixt,72,286.3,"40,083",140,2012,avg_driv_dist
128,128,Matt Kuchar,86,286.2,"46,936",164,2012,avg_driv_dist
129,129,Vaughn Taylor,81,286,"42,904",150,2012,avg_driv_dist
T130,T130,Marco Dawson,60,285.9,"30,874",108,2012,avg_driv_dist
T130,T130,Dicky Pride,62,285.9,"30,880",108,2012,avg_driv_dist
132,132,Russell Knox,72,285.8,"37,729",132,2012,avg_driv_dist
133,133,Sung Kang,75,285.7,"40,576",142,2012,avg_driv_dist
T134,T134,Richard Lee,71,285.6,"37,124",130,2012,avg_driv_dist
T134,T134,Charlie Wi,86,285.6,"48,841",171,2012,avg_driv_dist
T136,T136,Matt Every,80,285.5,"43,400",152,2012,avg_driv_dist
T136,T136,Graeme McDowell,55,285.5,"30,552",107,2012,avg_driv_dist
T138,T138,Tommy Biershenk,74,285.4,"38,819",136,2012,avg_driv_dist
T138,T138,William McGirt,96,285.4,"52,226",183,2012,avg_driv_dist
T138,T138,Steve Stricker,73,285.4,"39,391",138,2012,avg_driv_dist
141,141,Jeff Maggert,83,285.3,"47,360",166,2012,avg_driv_dist
T142,T142,Cameron Beckman,81,285.2,"43,914",154,2012,avg_driv_dist
T142,T142,Bob Estes,78,285.2,"44,487",156,2012,avg_driv_dist
144,144,Arjun Atwal,79,285.1,"41,623",146,2012,avg_driv_dist
145,145,Ian Poulter,57,285,"31,345",110,2012,avg_driv_dist
146,146,Y.E. Yang,64,284.9,"35,331",124,2012,avg_driv_dist
147,147,Alexandre Rocha,62,284.6,"31,878",112,2012,avg_driv_dist
T148,T148,Kris Blanks,65,284.5,"36,420",128,2012,avg_driv_dist
T148,T148,Michael Bradley,63,284.5,"33,571",118,2012,avg_driv_dist
T148,T148,"Ted Potter, Jr.",77,284.5,"41,544",146,2012,avg_driv_dist
151,151,Kyle Thompson,51,284.2,"26,714",94,2012,avg_driv_dist
T152,T152,D.A. Points,88,284,"49,704",175,2012,avg_driv_dist
T152,T152,Johnson Wagner,88,284,"49,700",175,2012,avg_driv_dist
154,154,Nathan Green,73,283.8,"36,898",130,2012,avg_driv_dist
T155,T155,Stephen Ames,54,283.7,"29,501",104,2012,avg_driv_dist
T155,T155,Spencer Levin,81,283.7,"44,821",158,2012,avg_driv_dist
157,157,Brendon Todd,78,283.6,"39,703",140,2012,avg_driv_dist
158,158,Michael Thompson,80,283.4,"45,349",160,2012,avg_driv_dist
159,159,Stuart Appleby,75,283.3,"40,225",142,2012,avg_driv_dist
160,160,Ken Duke,104,282.6,"56,240",199,2012,avg_driv_dist
161,161,Chez Reavie,83,282.5,"46,620",165,2012,avg_driv_dist
162,162,K.J. Choi,71,282.3,"39,527",140,2012,avg_driv_dist
163,163,Greg Chalmers,88,282,"48,787",173,2012,avg_driv_dist
164,164,Gary Christian,91,281.9,"47,923",170,2012,avg_driv_dist
165,165,Kevin Na,80,281.5,"44,484",158,2012,avg_driv_dist
T166,T166,Scott Dunlap,57,281.4,"28,698",102,2012,avg_driv_dist
T166,T166,John Mallinger,74,281.4,"39,395",140,2012,avg_driv_dist
168,168,Zach Johnson,95,281.1,"52,845",188,2012,avg_driv_dist
169,169,Rocco Mediate,70,280.7,"35,927",128,2012,avg_driv_dist
170,170,Luke Donald,63,280.1,"34,729",124,2012,avg_driv_dist
171,171,Jim Furyk,85,280,"46,477",166,2012,avg_driv_dist
172,172,Justin Leonard,79,279.4,"41,903",150,2012,avg_driv_dist
173,173,Patrick Sheehan,58,279.3,"29,042",104,2012,avg_driv_dist
174,174,Jason Bohn,81,279.2,"41,877",150,2012,avg_driv_dist
175,175,Heath Slocum,93,278.9,"47,412",170,2012,avg_driv_dist
176,176,David Mathis,83,278.1,"42,833",154,2012,avg_driv_dist
177,177,Brian Gay,91,277.7,"48,328",174,2012,avg_driv_dist
178,178,Bryce Molder,83,277.5,"43,838",158,2012,avg_driv_dist
179,179,Brian Davis,91,277.1,"47,940",173,2012,avg_driv_dist
180,180,Tim Clark,60,276.7,"32,645",118,2012,avg_driv_dist
181,181,Ryuji Imada,78,276.4,"42,006",152,2012,avg_driv_dist
182,182,Jerry Kelly,84,276.1,"44,174",160,2012,avg_driv_dist
183,183,Mark Wilson,84,276,"43,062",156,2012,avg_driv_dist
184,184,David Toms,60,275.5,"31,956",116,2012,avg_driv_dist
185,185,Billy Hurley III,70,275.3,"36,338",132,2012,avg_driv_dist
186,186,Ben Curtis,62,274.8,"31,880",116,2012,avg_driv_dist
187,187,Tom Pernice Jr.,62,273.9,"31,769",116,2012,avg_driv_dist
188,188,Chris DiMarco,83,273,"43,133",158,2012,avg_driv_dist
189,189,Colt Knost,79,272.5,"41,968",154,2012,avg_driv_dist
190,190,Gavin Coles,72,271.2,"35,793",132,2012,avg_driv_dist
191,191,Nick O'Hern,78,268.9,"39,800",148,2012,avg_driv_dist
