RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
60,60,Alex Cejka,76,0.255,14.553,57,2004,sg_app_green
61,61,Brad Faxon,94,0.251,17.575,70,2004,sg_app_green
62,62,Kent Jones,99,0.247,21.524,87,2004,sg_app_green
63,63,Rocco Mediate,53,0.242,8.721,36,2004,sg_app_green
64,64,Steve Flesch,109,0.24,19.705,82,2004,sg_app_green
T65,T65,Davis Love III,85,0.232,14.169,61,2004,sg_app_green
T65,T65,Arron Oberholser,77,0.232,14.393,62,2004,sg_app_green
67,67,John Riegger,53,0.231,11.32,49,2004,sg_app_green
68,68,Brian Gay,96,0.23,20.217,88,2004,sg_app_green
69,69,David Peoples,82,0.225,16.89,75,2004,sg_app_green
70,70,Tom Pernice Jr.,103,0.222,19.117,86,2004,sg_app_green
71,71,Tim Herron,84,0.212,13.963,66,2004,sg_app_green
72,72,Freddie Jacobson,83,0.209,13.187,63,2004,sg_app_green
73,73,Bo Van Pelt,107,0.194,15.927,82,2004,sg_app_green
74,74,Chris Riley,78,0.192,10.174,53,2004,sg_app_green
75,75,Frank Lickliter II,89,0.191,14.91,78,2004,sg_app_green
76,76,Nick Price,51,0.182,6.569,36,2004,sg_app_green
77,77,John Senden,99,0.177,15.225,86,2004,sg_app_green
78,78,John Cook,57,0.175,8.377,48,2004,sg_app_green
79,79,Tom Byrum,83,0.174,12.496,72,2004,sg_app_green
80,80,Michael Allen,87,0.16,12.312,77,2004,sg_app_green
81,81,Omar Uresti,85,0.147,11.207,76,2004,sg_app_green
82,82,David Branshaw,84,0.14,10.061,72,2004,sg_app_green
83,83,Neal Lancaster,106,0.133,12.36,93,2004,sg_app_green
84,84,Zach Johnson,109,0.128,11.41,89,2004,sg_app_green
85,85,Ryan Palmer,103,0.12,10.817,90,2004,sg_app_green
86,86,Jason Bohn,98,0.119,10.434,88,2004,sg_app_green
T87,T87,Todd Fischer,104,0.115,10.615,92,2004,sg_app_green
T87,T87,Kevin Na,100,0.115,9.903,86,2004,sg_app_green
89,89,Olin Browne,92,0.112,8.88,79,2004,sg_app_green
90,90,Russ Cochran,61,0.104,5.738,55,2004,sg_app_green
91,91,Patrick Sheehan,113,0.096,9.558,100,2004,sg_app_green
92,92,Todd Hamilton,92,0.093,6.53,70,2004,sg_app_green
93,93,Chris Smith,105,0.082,7.629,93,2004,sg_app_green
94,94,Scott McCarron,88,0.081,6.051,75,2004,sg_app_green
95,95,Jonathan Kaye,79,0.08,4.986,62,2004,sg_app_green
96,96,Mark Calcavecchia,79,0.069,4.149,60,2004,sg_app_green
97,97,Stuart Appleby,84,0.066,3.879,59,2004,sg_app_green
98,98,Corey Pavin,83,0.063,4.189,67,2004,sg_app_green
T99,T99,Notah Begay III,71,0.06,3.788,63,2004,sg_app_green
T99,T99,Pat Perez,102,0.06,5.118,86,2004,sg_app_green
101,101,Brett Quigley,102,0.058,5.065,88,2004,sg_app_green
102,102,John Daly,79,0.042,2.794,67,2004,sg_app_green
103,103,D.J. Brigman,79,0.041,2.856,69,2004,sg_app_green
104,104,Lucas Glover,95,0.036,3.061,84,2004,sg_app_green
105,105,Stephen Leaney,84,0.032,1.818,57,2004,sg_app_green
106,106,Craig Barlow,80,0.028,1.916,69,2004,sg_app_green
107,107,José Coceres,68,0.022,1.367,61,2004,sg_app_green
108,108,Charles Howell III,104,0.018,1.379,76,2004,sg_app_green
109,109,Rod Pampling,98,0.014,1.062,78,2004,sg_app_green
110,110,Geoff Ogilvy,91,0.008,0.63,76,2004,sg_app_green
111,111,Hidemichi Tanaka,89,0.003,0.212,78,2004,sg_app_green
112,112,Steve Stricker,81,0.002,0.16,69,2004,sg_app_green
113,113,Shaun Micheel,93,-0.008,-0.589,70,2004,sg_app_green
114,114,Richard Johnson,102,-0.028,-2.581,93,2004,sg_app_green
115,115,Steve Elkington,64,-0.031,-1.749,56,2004,sg_app_green
116,116,Darren Clarke,54,-0.033,-1.164,35,2004,sg_app_green
117,117,Craig Parry,52,-0.037,-1.352,37,2004,sg_app_green
118,118,Carl Pettersson,100,-0.04,-3.191,79,2004,sg_app_green
119,119,J.J. Henry,103,-0.045,-4.11,91,2004,sg_app_green
120,120,Daniel Chopra,108,-0.046,-4.215,92,2004,sg_app_green
121,121,Matt Gogel,86,-0.05,-3.486,70,2004,sg_app_green
T122,T122,Dennis Paulson,71,-0.053,-3.49,66,2004,sg_app_green
T122,T122,John Rollins,90,-0.053,-3.803,72,2004,sg_app_green
T122,T122,Jay Williamson,100,-0.053,-4.746,90,2004,sg_app_green
125,125,Roland Thatcher,66,-0.057,-3.449,61,2004,sg_app_green
126,126,Steve Allan,102,-0.058,-5.077,88,2004,sg_app_green
127,127,Billy Mayfair,109,-0.06,-5.601,93,2004,sg_app_green
128,128,Harrison Frazar,86,-0.064,-4.539,71,2004,sg_app_green
129,129,Joe Ogilvie,104,-0.068,-5.743,85,2004,sg_app_green
T130,T130,Glen Day,101,-0.072,-6.302,88,2004,sg_app_green
T130,T130,Mark Hensby,97,-0.072,-5.911,82,2004,sg_app_green
132,132,Mark Wilson,62,-0.078,-4.537,58,2004,sg_app_green
133,133,Steve Pate,71,-0.081,-4.929,61,2004,sg_app_green
134,134,Jason Dufner,79,-0.087,-6.285,72,2004,sg_app_green
135,135,Craig Perks,75,-0.091,-5.762,63,2004,sg_app_green
T136,T136,Arjun Atwal,85,-0.097,-7.282,75,2004,sg_app_green
T136,T136,Gene Sauers,83,-0.097,-7.099,73,2004,sg_app_green
138,138,Mathias Grönberg,91,-0.102,-7.539,74,2004,sg_app_green
139,139,Rich Beem,81,-0.11,-6.708,61,2004,sg_app_green
T140,T140,Rich Barcelo,67,-0.111,-6.538,59,2004,sg_app_green
T140,T140,Skip Kendall,99,-0.111,-8.851,80,2004,sg_app_green
142,142,Tommy Tolles,67,-0.12,-7.346,61,2004,sg_app_green
143,143,Kevin Sutherland,86,-0.137,-9.191,67,2004,sg_app_green
144,144,J.P. Hayes,79,-0.14,-8.95,64,2004,sg_app_green
145,145,Tim Petrovic,111,-0.146,-12.711,87,2004,sg_app_green
146,146,Craig Bowden,83,-0.149,-11.155,75,2004,sg_app_green
147,147,Brenden Pappas,111,-0.154,-15.229,99,2004,sg_app_green
148,148,Tripp Isenhour,55,-0.158,-7.418,47,2004,sg_app_green
149,149,Jeff Brehaut,106,-0.161,-15.167,94,2004,sg_app_green
T150,T150,Jay Delsing,76,-0.169,-10.826,64,2004,sg_app_green
T150,T150,Niclas Fasth,61,-0.169,-8.77,52,2004,sg_app_green
T150,T150,Cliff Kresge,89,-0.169,-12.643,75,2004,sg_app_green
153,153,Pat Bates,99,-0.192,-17.242,90,2004,sg_app_green
154,154,Hunter Mahan,94,-0.198,-16.444,83,2004,sg_app_green
T155,T155,Jesper Parnevik,86,-0.209,-15.477,74,2004,sg_app_green
T155,T155,Tag Ridings,53,-0.209,-9.391,45,2004,sg_app_green
157,157,Brent Geiberger,94,-0.214,-17.974,84,2004,sg_app_green
158,158,Roger Tambellini,81,-0.219,-15.348,70,2004,sg_app_green
159,159,Bob Burns,88,-0.244,-18.998,78,2004,sg_app_green
160,160,Ben Crane,92,-0.256,-20.724,81,2004,sg_app_green
161,161,Spike McRoy,93,-0.264,-20.312,77,2004,sg_app_green
162,162,Dicky Pride,66,-0.265,-15.644,59,2004,sg_app_green
163,163,Matt Kuchar,83,-0.282,-21.701,77,2004,sg_app_green
164,164,Mike Heinen,53,-0.284,-14.468,51,2004,sg_app_green
165,165,Danny Ellis,81,-0.299,-20.607,69,2004,sg_app_green
T166,T166,Tommy Armour III,87,-0.302,-22.947,76,2004,sg_app_green
T166,T166,Brian Bateman,84,-0.302,-22.038,73,2004,sg_app_green
168,168,Hank Kuehne,91,-0.304,-25.545,84,2004,sg_app_green
169,169,Grant Waite,79,-0.314,-21.331,68,2004,sg_app_green
170,170,Kris Cox,73,-0.319,-19.432,61,2004,sg_app_green
171,171,Deane Pappas,72,-0.32,-20.474,64,2004,sg_app_green
172,172,Dean Wilson,99,-0.341,-30.996,91,2004,sg_app_green
173,173,Jonathan Byrd,85,-0.347,-25.349,73,2004,sg_app_green
T174,T174,Greg Chalmers,70,-0.35,-22.738,65,2004,sg_app_green
T174,T174,Scott Hend,81,-0.35,-24.504,70,2004,sg_app_green
176,176,Blaine McCallister,68,-0.352,-21.811,62,2004,sg_app_green
177,177,Paul Azinger,75,-0.353,-22.92,65,2004,sg_app_green
178,178,Mark O'Meara,58,-0.369,-15.143,41,2004,sg_app_green
179,179,David Frost,78,-0.39,-29.247,75,2004,sg_app_green
180,180,Guy Boros,64,-0.403,-23.748,59,2004,sg_app_green
181,181,Scott Simpson,55,-0.423,-21.577,51,2004,sg_app_green
182,182,Dan Olsen,75,-0.424,-27.542,65,2004,sg_app_green
183,183,Kevin Muncrief,50,-0.448,-20.143,45,2004,sg_app_green
184,184,Mark Brooks,72,-0.471,-26.831,57,2004,sg_app_green
185,185,Ken Duke,89,-0.488,-39.073,80,2004,sg_app_green
186,186,David Morland IV,73,-0.512,-31.749,62,2004,sg_app_green
187,187,Andre Stolz,53,-0.532,-25.532,48,2004,sg_app_green
188,188,Len Mattiace,75,-0.611,-42.736,70,2004,sg_app_green
189,189,Esteban Toledo,92,-0.639,-51.098,80,2004,sg_app_green
190,190,Dan Forsman,79,-0.653,-43.078,66,2004,sg_app_green
191,191,Aaron Baddeley,87,-0.679,-51.603,76,2004,sg_app_green
192,192,Hirofumi Miyase,65,-0.716,-40.813,57,2004,sg_app_green
193,193,Tom Carter,113,-0.76,-72.984,96,2004,sg_app_green
194,194,Brian Kortan,65,-0.815,-46.433,57,2004,sg_app_green
195,195,Chris Couch,55,-1.088,-50.037,46,2004,sg_app_green
196,196,David Gossett,57,-1.484,-75.662,51,2004,sg_app_green
