RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,year,measure
T75,T75,Michael Letzig,84,289.7,"48,665",168,2010,avg_driv_dist
T75,T75,Ryan Moore,80,289.7,"45,476",157,2010,avg_driv_dist
77,77,Camilo Villegas,78,289.6,"41,703",144,2010,avg_driv_dist
T78,T78,Mathew Goggin,85,289.3,"49,181",170,2010,avg_driv_dist
T78,T78,Sean O'Hair,84,289.3,"47,162",163,2010,avg_driv_dist
T80,T80,Steve Elkington,74,289.2,"39,333",136,2010,avg_driv_dist
T80,T80,Nicholas Thompson,88,289.2,"48,593",168,2010,avg_driv_dist
T82,T82,Robert Allenby,76,289.1,"42,505",147,2010,avg_driv_dist
T82,T82,Rory Sabbatini,79,289.1,"43,946",152,2010,avg_driv_dist
84,84,Stuart Appleby,101,289,"57,221",198,2010,avg_driv_dist
85,85,Bill Lunde,79,288.9,"43,329",150,2010,avg_driv_dist
T86,T86,Tom Gillis,97,288.7,"56,016",194,2010,avg_driv_dist
T86,T86,Jeff Gove,57,288.7,"29,449",102,2010,avg_driv_dist
T88,T88,Scott McCarron,90,288.6,"51,943",180,2010,avg_driv_dist
T88,T88,Y.E. Yang,72,288.6,"40,409",140,2010,avg_driv_dist
T90,T90,Ernie Els,72,288.4,"40,374",140,2010,avg_driv_dist
T90,T90,Brenden Pappas,66,288.4,"35,766",124,2010,avg_driv_dist
92,92,Troy Merritt,86,288.2,"48,417",168,2010,avg_driv_dist
T93,T93,Henrik Bjornstad,72,288.1,"38,024",132,2010,avg_driv_dist
T93,T93,Chris Tidland,77,288.1,"42,060",146,2010,avg_driv_dist
95,95,Roland Thatcher,72,288,"41,467",144,2010,avg_driv_dist
96,96,Kevin Sutherland,86,287.9,"49,523",172,2010,avg_driv_dist
97,97,Justin Rose,78,287.8,"44,894",156,2010,avg_driv_dist
98,98,Lee Janzen,77,287.7,"44,302",154,2010,avg_driv_dist
99,99,Rich Barcelo,70,287.6,"36,812",128,2010,avg_driv_dist
100,100,Jeev Milkha Singh,59,287.3,"29,882",104,2010,avg_driv_dist
101,101,Chris Stroud,90,287.2,"47,103",164,2010,avg_driv_dist
T102,T102,Pat Perez,90,287.1,"51,681",180,2010,avg_driv_dist
T102,T102,Steve Wheatcroft,74,287.1,"37,893",132,2010,avg_driv_dist
104,104,Geoff Ogilvy,62,287,"34,437",120,2010,avg_driv_dist
T105,T105,Brendon de Jonge,114,286.9,"60,816",212,2010,avg_driv_dist
T105,T105,David Duval,71,286.9,"39,309",137,2010,avg_driv_dist
T105,T105,Matt Kuchar,97,286.9,"54,505",190,2010,avg_driv_dist
T105,T105,Brian Stuard,81,286.9,"43,037",150,2010,avg_driv_dist
109,109,Ian Poulter,55,286.8,"28,104",98,2010,avg_driv_dist
T110,T110,Kris Blanks,91,286.4,"47,543",166,2010,avg_driv_dist
T110,T110,Trevor Immelman,55,286.4,"31,214",109,2010,avg_driv_dist
T112,T112,Steve Lowery,67,286.2,"36,066",126,2010,avg_driv_dist
T112,T112,James Nitties,92,286.2,"49,231",172,2010,avg_driv_dist
114,114,Joe Ogilvie,99,285.9,"53,172",186,2010,avg_driv_dist
115,115,Cameron Beckman,68,285.7,"36,570",128,2010,avg_driv_dist
116,116,Joe Durant,67,285.6,"34,847",122,2010,avg_driv_dist
117,117,Ricky Barnes,103,285.5,"58,818",206,2010,avg_driv_dist
118,118,Webb Simpson,98,285.4,"55,944",196,2010,avg_driv_dist
T119,T119,Chad Campbell,94,285.1,"53,030",186,2010,avg_driv_dist
T119,T119,Jay Williamson,76,285.1,"38,772",136,2010,avg_driv_dist
121,121,Aron Price,70,284.6,"36,433",128,2010,avg_driv_dist
122,122,Vaughn Taylor,87,284.4,"49,484",174,2010,avg_driv_dist
123,123,Vance Veazey,58,284.3,"29,568",104,2010,avg_driv_dist
124,124,Billy Mayfair,78,284,"39,753",140,2010,avg_driv_dist
125,125,Bob Estes,79,283.9,"44,858",158,2010,avg_driv_dist
126,126,Rod Pampling,77,283.5,"43,656",154,2010,avg_driv_dist
127,127,Michael Sim,64,283.3,"35,698",126,2010,avg_driv_dist
T128,T128,Cliff Kresge,50,283.2,"26,053",92,2010,avg_driv_dist
T128,T128,Shaun Micheel,70,283.2,"35,118",124,2010,avg_driv_dist
T128,T128,Brett Quigley,96,283.2,"53,808",190,2010,avg_driv_dist
T131,T131,K.J. Choi,82,283.1,"44,169",156,2010,avg_driv_dist
T131,T131,Freddie Jacobson,83,283.1,"46,987",166,2010,avg_driv_dist
133,133,D.A. Points,90,283,"50,947",180,2010,avg_driv_dist
134,134,Steve Stricker,73,282.9,"40,735",144,2010,avg_driv_dist
135,135,Johnson Wagner,85,282.4,"45,743",162,2010,avg_driv_dist
136,136,Ben Crane,85,282.3,"46,304",164,2010,avg_driv_dist
137,137,Carl Pettersson,99,282.1,"51,340",182,2010,avg_driv_dist
T138,T138,Stephen Ames,75,282,"41,737",148,2010,avg_driv_dist
T138,T138,Briny Baird,87,282,"46,805",166,2010,avg_driv_dist
140,140,Jason Dufner,87,281.9,"49,051",174,2010,avg_driv_dist
141,141,Justin Bolli,55,281.8,"27,618",98,2010,avg_driv_dist
142,142,Dean Wilson,54,281.6,"27,032",96,2010,avg_driv_dist
143,143,Michael Bradley,77,281.5,"41,099",146,2010,avg_driv_dist
T144,T144,Michael Connell,89,281.3,"45,569",162,2010,avg_driv_dist
T144,T144,David Toms,86,281.3,"47,819",170,2010,avg_driv_dist
146,146,Charlie Wi,95,281.2,"53,425",190,2010,avg_driv_dist
147,147,Woody Austin,93,281.1,"50,039",178,2010,avg_driv_dist
T148,T148,Mark Calcavecchia,50,281,"23,606",84,2010,avg_driv_dist
T148,T148,J.P. Hayes,79,281,"42,150",150,2010,avg_driv_dist
T150,T150,Spencer Levin,110,280.6,"57,242",204,2010,avg_driv_dist
T150,T150,Mark Wilson,87,280.6,"46,583",166,2010,avg_driv_dist
152,152,John Mallinger,78,280.4,"42,627",152,2010,avg_driv_dist
153,153,Garrett Willis,82,280.2,"43,714",156,2010,avg_driv_dist
154,154,Tom Pernice Jr.,74,280,"36,954",132,2010,avg_driv_dist
155,155,Jason Bohn,84,279.8,"47,008",168,2010,avg_driv_dist
156,156,Zach Johnson,93,279.7,"50,904",182,2010,avg_driv_dist
T157,T157,Nathan Green,86,279.5,"48,073",172,2010,avg_driv_dist
T157,T157,Skip Kendall,58,279.5,"27,950",100,2010,avg_driv_dist
159,159,Jeff Maggert,76,279.1,"37,963",136,2010,avg_driv_dist
T160,T160,Chris DiMarco,88,279,"46,870",168,2010,avg_driv_dist
T160,T160,Jerry Kelly,99,279,"53,001",190,2010,avg_driv_dist
T160,T160,Jerod Turner,54,279,"25,666",92,2010,avg_driv_dist
T163,T163,Brian Davis,101,278.9,"56,341",202,2010,avg_driv_dist
T163,T163,Heath Slocum,97,278.9,"51,877",186,2010,avg_driv_dist
T165,T165,Ryuji Imada,90,278.7,"50,173",180,2010,avg_driv_dist
T165,T165,Tim Petrovic,105,278.7,"58,536",210,2010,avg_driv_dist
T167,T167,Kevin Na,94,278.6,"51,816",186,2010,avg_driv_dist
T167,T167,Scott Verplank,74,278.6,"40,669",146,2010,avg_driv_dist
169,169,Chris Riley,73,278.3,"37,293",134,2010,avg_driv_dist
170,170,Rocco Mediate,71,278.1,"38,372",138,2010,avg_driv_dist
171,171,Bryce Molder,84,278,"44,482",160,2010,avg_driv_dist
172,172,Justin Leonard,89,277.8,"48,892",176,2010,avg_driv_dist
T173,T173,Alex Cejka,81,277.4,"43,834",158,2010,avg_driv_dist
T173,T173,Steve Flesch,78,277.4,"41,051",148,2010,avg_driv_dist
175,175,Richard Johnson,90,277.3,"45,474",164,2010,avg_driv_dist
176,176,Brandt Snedeker,89,277.1,"49,315",178,2010,avg_driv_dist
177,177,Luke Donald,71,277,"37,676",136,2010,avg_driv_dist
178,178,Kevin Johnson,62,276.5,"30,971",112,2010,avg_driv_dist
179,179,Jim Furyk,76,276,"40,853",148,2010,avg_driv_dist
180,180,Chad Collins,87,275.8,"43,575",158,2010,avg_driv_dist
181,181,Brent Delahoussaye,57,275.6,"28,107",102,2010,avg_driv_dist
T182,T182,Greg Chalmers,93,275.5,"51,242",186,2010,avg_driv_dist
T182,T182,Ben Curtis,78,275.5,"42,985",156,2010,avg_driv_dist
184,184,Mike Weir,59,273.9,"31,230",114,2010,avg_driv_dist
185,185,Paul Goydos,78,273.6,"42,682",156,2010,avg_driv_dist
186,186,Jeff Quinney,91,273.3,"47,553",174,2010,avg_driv_dist
187,187,Greg Kraft,52,273.2,"25,130",92,2010,avg_driv_dist
188,188,Tim Clark,88,272.2,"46,282",170,2010,avg_driv_dist
189,189,Omar Uresti,74,272,"36,987",136,2010,avg_driv_dist
190,190,Brad Faxon,58,271.4,"29,306",108,2010,avg_driv_dist
191,191,Craig Bowden,56,270,"27,545",102,2010,avg_driv_dist
192,192,Brian Gay,101,266.4,"52,220",196,2010,avg_driv_dist
