RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,year,measure
64,64,Alex Cejka,76,0.394,0.119,0.255,0.02,57,2004,sg_tee_to_green
65,65,Geoff Ogilvy,91,0.378,0.305,0.008,0.064,76,2004,sg_tee_to_green
66,66,K.J. Choi,83,0.367,0.009,0.338,0.02,63,2004,sg_tee_to_green
67,67,Cameron Beckman,99,0.366,0.029,0.364,-0.026,87,2004,sg_tee_to_green
68,68,Frank Lickliter II,89,0.356,0.328,0.191,-0.163,78,2004,sg_tee_to_green
69,69,Kevin Na,100,0.345,0.09,0.115,0.14,86,2004,sg_tee_to_green
70,70,Jason Bohn,98,0.337,0.369,0.119,-0.15,88,2004,sg_tee_to_green
71,71,Notah Begay III,71,0.329,0.192,0.06,0.077,63,2004,sg_tee_to_green
72,72,Tom Pernice Jr.,103,0.323,0.096,0.222,0.005,86,2004,sg_tee_to_green
73,73,Billy Mayfair,109,0.312,0.242,-0.06,0.13,93,2004,sg_tee_to_green
74,74,Pat Perez,102,0.301,0.329,0.06,-0.087,86,2004,sg_tee_to_green
75,75,Steve Flesch,109,0.296,-0.066,0.24,0.121,82,2004,sg_tee_to_green
76,76,Jesper Parnevik,86,0.294,0.27,-0.209,0.233,74,2004,sg_tee_to_green
77,77,Jeff Maggert,60,0.283,0.157,0.303,-0.177,50,2004,sg_tee_to_green
78,78,Mark Hensby,97,0.282,0.232,-0.072,0.122,82,2004,sg_tee_to_green
79,79,Rich Beem,81,0.277,0.32,-0.11,0.067,61,2004,sg_tee_to_green
80,80,Jonathan Kaye,79,0.262,0.278,0.08,-0.096,62,2004,sg_tee_to_green
81,81,Tom Byrum,83,0.261,-0.043,0.174,0.13,72,2004,sg_tee_to_green
82,82,Chris Riley,78,0.255,-0.235,0.192,0.297,53,2004,sg_tee_to_green
83,83,Lucas Glover,95,0.243,0.564,0.036,-0.358,84,2004,sg_tee_to_green
84,84,Mark Calcavecchia,79,0.242,0.212,0.069,-0.039,60,2004,sg_tee_to_green
85,85,Darren Clarke,54,0.24,0.626,-0.033,-0.352,35,2004,sg_tee_to_green
86,86,Nick Price,51,0.238,-0.301,0.182,0.357,36,2004,sg_tee_to_green
87,87,Carl Pettersson,100,0.237,0.098,-0.04,0.179,79,2004,sg_tee_to_green
88,88,Rocco Mediate,53,0.228,0.115,0.242,-0.13,36,2004,sg_tee_to_green
T89,T89,José Coceres,68,0.22,0.113,0.022,0.085,61,2004,sg_tee_to_green
T89,T89,Jason Dufner,79,0.22,0.083,-0.087,0.224,72,2004,sg_tee_to_green
T91,T91,Glen Day,101,0.212,0.028,-0.072,0.256,88,2004,sg_tee_to_green
T91,T91,Harrison Frazar,86,0.212,0.273,-0.064,0.002,71,2004,sg_tee_to_green
93,93,Corey Pavin,83,0.205,-0.392,0.063,0.535,67,2004,sg_tee_to_green
94,94,Neal Lancaster,106,0.202,0.118,0.133,-0.049,93,2004,sg_tee_to_green
95,95,Brett Quigley,102,0.196,0.014,0.058,0.125,88,2004,sg_tee_to_green
96,96,John Riegger,53,0.189,0.179,0.231,-0.221,49,2004,sg_tee_to_green
97,97,David Peoples,82,0.185,-0.245,0.225,0.205,75,2004,sg_tee_to_green
98,98,Loren Roberts,81,0.183,-0.351,0.277,0.257,68,2004,sg_tee_to_green
T99,T99,Kent Jones,99,0.179,0.047,0.247,-0.116,87,2004,sg_tee_to_green
T99,T99,Ryan Palmer,103,0.179,0.293,0.12,-0.235,90,2004,sg_tee_to_green
101,101,Chris Smith,105,0.178,0.526,0.082,-0.43,93,2004,sg_tee_to_green
T102,T102,Craig Parry,52,0.175,-0.133,-0.037,0.345,37,2004,sg_tee_to_green
T102,T102,Omar Uresti,85,0.175,-0.194,0.147,0.221,76,2004,sg_tee_to_green
104,104,J.L. Lewis,106,0.167,0.1,0.285,-0.219,89,2004,sg_tee_to_green
105,105,D.J. Brigman,79,0.157,0.117,0.041,-0.002,69,2004,sg_tee_to_green
106,106,Danny Briggs,85,0.154,0.043,0.298,-0.186,75,2004,sg_tee_to_green
107,107,Brian Gay,96,0.147,-0.425,0.23,0.342,88,2004,sg_tee_to_green
108,108,Steve Lowery,91,0.137,0.054,0.339,-0.255,74,2004,sg_tee_to_green
109,109,Joe Ogilvie,104,0.134,0.15,-0.068,0.051,85,2004,sg_tee_to_green
110,110,Jonathan Byrd,85,0.126,0.109,-0.347,0.364,73,2004,sg_tee_to_green
111,111,Steve Allan,102,0.101,0.246,-0.058,-0.087,88,2004,sg_tee_to_green
112,112,Tim Petrovic,111,0.096,-0.018,-0.146,0.26,87,2004,sg_tee_to_green
113,113,Roland Thatcher,66,0.079,0.448,-0.057,-0.312,61,2004,sg_tee_to_green
114,114,Shaun Micheel,93,0.073,0.017,-0.008,0.064,70,2004,sg_tee_to_green
115,115,Mark Wilson,62,0.061,0.018,-0.078,0.121,58,2004,sg_tee_to_green
116,116,Daniel Chopra,108,0.045,0.097,-0.046,-0.006,92,2004,sg_tee_to_green
117,117,Mathias Grönberg,91,0.021,0.187,-0.102,-0.064,74,2004,sg_tee_to_green
118,118,Scott Hend,81,0.007,0.375,-0.35,-0.018,70,2004,sg_tee_to_green
119,119,Freddie Jacobson,83,0.004,-0.191,0.209,-0.014,63,2004,sg_tee_to_green
120,120,Brad Faxon,94,0.001,-0.476,0.251,0.226,70,2004,sg_tee_to_green
121,121,Scott McCarron,88,-0.003,0.047,0.081,-0.13,75,2004,sg_tee_to_green
T122,T122,Billy Andrade,104,-0.013,-0.338,0.291,0.034,92,2004,sg_tee_to_green
T122,T122,Todd Hamilton,92,-0.013,-0.199,0.093,0.093,70,2004,sg_tee_to_green
124,124,Steve Elkington,64,-0.034,-0.047,-0.031,0.044,56,2004,sg_tee_to_green
125,125,Jeff Brehaut,106,-0.035,0.292,-0.161,-0.166,94,2004,sg_tee_to_green
126,126,Olin Browne,92,-0.036,0.054,0.112,-0.202,79,2004,sg_tee_to_green
127,127,Todd Fischer,104,-0.046,-0.275,0.115,0.113,92,2004,sg_tee_to_green
128,128,John Rollins,90,-0.057,0.183,-0.053,-0.187,72,2004,sg_tee_to_green
129,129,Matt Gogel,86,-0.058,-0.007,-0.05,0,70,2004,sg_tee_to_green
130,130,Hidemichi Tanaka,89,-0.061,0.113,0.003,-0.176,78,2004,sg_tee_to_green
131,131,Niclas Fasth,61,-0.068,0.072,-0.169,0.028,52,2004,sg_tee_to_green
132,132,John Cook,57,-0.071,-0.373,0.175,0.127,48,2004,sg_tee_to_green
133,133,Bob Tway,90,-0.077,-0.289,0.269,-0.057,66,2004,sg_tee_to_green
134,134,Skip Kendall,99,-0.083,-0.001,-0.111,0.028,80,2004,sg_tee_to_green
135,135,Stephen Leaney,84,-0.086,-0.13,0.032,0.011,57,2004,sg_tee_to_green
136,136,Hank Kuehne,91,-0.093,0.181,-0.304,0.03,84,2004,sg_tee_to_green
137,137,Russ Cochran,61,-0.118,-0.051,0.104,-0.172,55,2004,sg_tee_to_green
138,138,Matt Kuchar,83,-0.131,0.059,-0.282,0.091,77,2004,sg_tee_to_green
139,139,Jay Williamson,100,-0.133,0.113,-0.053,-0.194,90,2004,sg_tee_to_green
140,140,Roger Tambellini,81,-0.135,0.117,-0.219,-0.033,70,2004,sg_tee_to_green
141,141,Tommy Armour III,87,-0.139,0.167,-0.302,-0.004,76,2004,sg_tee_to_green
142,142,José María Olazábal,56,-0.165,-1.08,0.474,0.44,42,2004,sg_tee_to_green
143,143,Craig Bowden,83,-0.175,-0.095,-0.149,0.07,75,2004,sg_tee_to_green
144,144,Brent Geiberger,94,-0.176,-0.067,-0.214,0.104,84,2004,sg_tee_to_green
145,145,Spike McRoy,93,-0.189,0.127,-0.264,-0.052,77,2004,sg_tee_to_green
146,146,Hunter Mahan,94,-0.192,0.187,-0.198,-0.181,83,2004,sg_tee_to_green
147,147,Arjun Atwal,85,-0.2,0.013,-0.097,-0.116,75,2004,sg_tee_to_green
148,148,Tag Ridings,53,-0.203,0.148,-0.209,-0.142,45,2004,sg_tee_to_green
149,149,Ben Crane,92,-0.249,-0.132,-0.256,0.139,81,2004,sg_tee_to_green
150,150,Patrick Sheehan,113,-0.253,-0.105,0.096,-0.244,100,2004,sg_tee_to_green
151,151,Michael Allen,87,-0.27,-0.393,0.16,-0.037,77,2004,sg_tee_to_green
152,152,Brian Bateman,84,-0.274,0.234,-0.302,-0.206,73,2004,sg_tee_to_green
153,153,Pat Bates,99,-0.291,-0.183,-0.192,0.083,90,2004,sg_tee_to_green
154,154,Grant Waite,79,-0.292,-0.21,-0.314,0.232,68,2004,sg_tee_to_green
155,155,Deane Pappas,72,-0.31,-0.083,-0.32,0.093,64,2004,sg_tee_to_green
156,156,J.P. Hayes,79,-0.328,-0.162,-0.14,-0.026,64,2004,sg_tee_to_green
157,157,Steve Pate,71,-0.333,-0.396,-0.081,0.144,61,2004,sg_tee_to_green
158,158,David Branshaw,84,-0.334,-0.186,0.14,-0.288,72,2004,sg_tee_to_green
159,159,Danny Ellis,81,-0.345,0.055,-0.299,-0.102,69,2004,sg_tee_to_green
160,160,Rich Barcelo,67,-0.358,-0.107,-0.111,-0.14,59,2004,sg_tee_to_green
161,161,Craig Perks,75,-0.397,-0.577,-0.091,0.271,63,2004,sg_tee_to_green
162,162,Brenden Pappas,111,-0.433,-0.317,-0.154,0.038,99,2004,sg_tee_to_green
163,163,Gene Sauers,83,-0.446,-0.287,-0.097,-0.062,73,2004,sg_tee_to_green
164,164,Dean Wilson,99,-0.478,-0.282,-0.341,0.145,91,2004,sg_tee_to_green
165,165,Bob Burns,88,-0.483,-0.252,-0.244,0.012,78,2004,sg_tee_to_green
166,166,Richard Johnson,102,-0.498,-0.304,-0.028,-0.167,93,2004,sg_tee_to_green
167,167,Blaine McCallister,68,-0.499,-0.187,-0.352,0.04,62,2004,sg_tee_to_green
168,168,Mike Heinen,53,-0.504,0.079,-0.284,-0.299,51,2004,sg_tee_to_green
169,169,Paul Azinger,75,-0.523,-0.403,-0.353,0.233,65,2004,sg_tee_to_green
170,170,Cliff Kresge,89,-0.532,-0.312,-0.169,-0.052,75,2004,sg_tee_to_green
171,171,Jay Delsing,76,-0.547,-0.219,-0.169,-0.159,64,2004,sg_tee_to_green
172,172,Kris Cox,73,-0.57,-0.035,-0.319,-0.216,61,2004,sg_tee_to_green
173,173,Scott Simpson,55,-0.611,-0.234,-0.423,0.046,51,2004,sg_tee_to_green
174,174,Mark Brooks,72,-0.651,-0.324,-0.471,0.144,57,2004,sg_tee_to_green
175,175,Brian Kortan,65,-0.657,0.131,-0.815,0.026,57,2004,sg_tee_to_green
176,176,David Frost,78,-0.66,-0.591,-0.39,0.321,75,2004,sg_tee_to_green
177,177,Dan Forsman,79,-0.666,-0.304,-0.653,0.291,66,2004,sg_tee_to_green
178,178,Esteban Toledo,92,-0.673,-0.261,-0.639,0.227,80,2004,sg_tee_to_green
T179,T179,Tom Carter,113,-0.68,0.021,-0.76,0.059,96,2004,sg_tee_to_green
T179,T179,Steve Stricker,81,-0.68,-1.036,0.002,0.353,69,2004,sg_tee_to_green
181,181,Tripp Isenhour,55,-0.688,-0.245,-0.158,-0.285,47,2004,sg_tee_to_green
182,182,Len Mattiace,75,-0.701,-0.306,-0.611,0.216,70,2004,sg_tee_to_green
183,183,Mark O'Meara,58,-0.707,-0.425,-0.369,0.087,41,2004,sg_tee_to_green
184,184,Tommy Tolles,67,-0.745,-0.414,-0.12,-0.21,61,2004,sg_tee_to_green
185,185,Greg Chalmers,70,-0.753,-0.441,-0.35,0.038,65,2004,sg_tee_to_green
186,186,Guy Boros,64,-0.788,-0.045,-0.403,-0.341,59,2004,sg_tee_to_green
187,187,David Morland IV,73,-0.842,-0.345,-0.512,0.015,62,2004,sg_tee_to_green
188,188,Dicky Pride,66,-0.878,-0.308,-0.265,-0.305,59,2004,sg_tee_to_green
189,189,Andre Stolz,53,-1.002,-0.333,-0.532,-0.137,48,2004,sg_tee_to_green
190,190,Aaron Baddeley,87,-1.008,-0.53,-0.679,0.201,76,2004,sg_tee_to_green
191,191,Ken Duke,89,-1.027,-0.404,-0.488,-0.134,80,2004,sg_tee_to_green
192,192,Dan Olsen,75,-1.137,-0.427,-0.424,-0.287,65,2004,sg_tee_to_green
193,193,Hirofumi Miyase,65,-1.159,-0.243,-0.716,-0.2,57,2004,sg_tee_to_green
194,194,Kevin Muncrief,50,-1.189,-0.567,-0.448,-0.175,45,2004,sg_tee_to_green
195,195,Chris Couch,55,-2.133,0.224,-1.088,-1.269,46,2004,sg_tee_to_green
196,196,David Gossett,57,-2.667,-1.075,-1.484,-0.109,51,2004,sg_tee_to_green
